name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Data Science Vista,"
1775 Tysons Blvd 5th floor, McLean, VA 22102","
datasciencevista.com","
(855) 950-5660",,,38.9974206,-86.5162103,stem camps,20170
Reston KinderCare,"
1802 Old Reston Ave, Reston, VA 20190","
kindercare.com","
(703) 709-8416",,,38.9974206,-86.5162103,stem camps,20170
Curie Learning LLC - Herndon Tutoring center,"
13505 Dulles Technology Dr STE 1, Herndon, VA 20171","
curielearning.com","
(703) 798-6808",,,38.9974206,-86.5162103,stem camps,20170
Alpha STEM for the Gifted,"
13505 Dulles Technology Dr STE 1, Herndon, VA 20171","
curielearning.com","
(703) 798-6808",,,38.9974206,-86.5162103,stem camps,20170
Claude Moore Park Visitor Center,"
21544 Old Vestals Gap Rd, Sterling, VA 20164","
loudoun.gov","
(571) 258-3700",,,38.9974206,-86.5162103,stem camps,20170
Tech Dream Lab,"
501 Church St NE Suite #109, Vienna, VA 22180","
techdreamlab.com","
(571) 748-5577",,,38.9974206,-86.5162103,stem camps,20170
Bright Horizons at Commerce Metro Center,"
11400 Commerce Park Dr Suite R140, Reston, VA 20191","
brighthorizons.com","
(540) 225-2997",,,38.9974206,-86.5162103,stem camps,20170
Karter Schools of One Loudoun,"
44799 Saranac St, Ashburn, VA 20147","
karterschools.com","
(703) 955-5337",,,38.9974206,-86.5162103,stem camps,20170
Reston Montessori School,"
1765 Business Center Dr, Reston, VA 20190","
restonmontessori.com","
(703) 481-2922",,,38.9974206,-86.5162103,stem camps,20170
"Camp Achva, Powered by Pozez JCC","
4800 Mattie Moore Ct, Fairfax, VA 22030","
thej.org",,,,38.9974206,-86.5162103,stem camps,20170
Herndon KinderCare,"
4800 Mattie Moore Ct, Fairfax, VA 22030","
thej.org",,,,38.9974206,-86.5162103,stem camps,20170
theCoderSchool,"
42841 Creek View Plaza, Ashburn, VA 20147","
thecoderschool.com","
(571) 918-4604",,,38.9974206,-86.5162103,stem camps,20170
Franklin Farm Campus KinderCare,"
42841 Creek View Plaza, Ashburn, VA 20147","
thecoderschool.com","
(571) 918-4604",,,38.9974206,-86.5162103,stem camps,20170
MyExamsPrep,"
42841 Creek View Plaza, Ashburn, VA 20147","
myexamsprep.us","
(571) 361-6424",,,38.9974206,-86.5162103,stem camps,20170
"Panda Programmer – Gaithersburg, MD Summer Camp","
44075 Pipeline Plaza #105, Ashburn, VA 20147","
myexamsprep.us","
(571) 361-6424",,,38.9974206,-86.5162103,stem camps,20170
SkateQuest,"
44075 Pipeline Plaza #105, Ashburn, VA 20147","
myexamsprep.us","
(571) 361-6424",,,38.9974206,-86.5162103,stem camps,20170
NYLF Explore STEM,"
1919 Gallows Rd ste 700-4, Vienna, VA 22182",,"
(866) 858-5323",,,38.9974206,-86.5162103,stem camps,20170
Cascades KinderCare,"
20655 Fernbank Ct, Sterling, VA 20165","
kindercare.com","
(703) 404-4060",,,38.9974206,-86.5162103,stem camps,20170
LifeLong Education,"
20655 Fernbank Ct, Sterling, VA 20165","
kindercare.com","
(703) 404-4060",,,38.9974206,-86.5162103,stem camps,20170
The Learning Experience - Ashburn,"
20005 Riverside Cmns Plz, Ashburn, VA 20147","
thelearningexperience.com","
(571) 517-9592",,,38.9974206,-86.5162103,stem camps,20170
McLearen Square KinderCare,"
20005 Riverside Cmns Plz, Ashburn, VA 20147","
thelearningexperience.com","
(571) 517-9592",,,38.9974206,-86.5162103,stem camps,20170
South Riding Learning Center,"
43053 Pemberton Square #140-150, South Riding, VA 20152","
southridinglearningcenter.com","
(703) 348-7001",,,38.9974206,-86.5162103,stem camps,20170
NoVA PlayLabs,"
3611 West Ox Rd, Fairfax, VA 22033","
novaplaylabs.com","
(571) 250-7719",,,38.9974206,-86.5162103,stem camps,20170
Herndon Parkway KinderCare,"
3611 West Ox Rd, Fairfax, VA 22033","
novaplaylabs.com","
(571) 250-7719",,,38.9974206,-86.5162103,stem camps,20170
Club SciKidz NOVA,"
37018 Glendale St, Purcellville, VA 20134","
clubscikidznova.com","
(804) 548-4787",,,38.9974206,-86.5162103,stem camps,20170
Kids Language Art,"
1481 Chain Bridge Rd #103, McLean, VA 22101","
kidslanguagearts.com","
(703) 689-1186",,,38.9974206,-86.5162103,stem camps,20170
Contact Us | The Best Summer Camp in Herndon!,"
396 Elden St, Herndon, VA 20170","
herndonsummercamp.com","
(703) 668-0670",,,38.7586967,-86.5171417,educational camps,20170
champion debate camp,"
13750 Sunrise Valley Dr, Herndon, VA 20171",,"
(571) 485-1146",,,38.7586967,-86.5171417,educational camps,20170
Wishing Tree - Arlington,"
13750 Sunrise Valley Dr, Herndon, VA 20171",,"
(571) 485-1146",,,38.7586967,-86.5171417,educational camps,20170
Rising Stars Day School,"
3005 Dower House Dr, Herndon, VA 20171","
risingstarsdayschool.com","
(703) 264-9078",,,38.7586967,-86.5171417,educational camps,20170
Montessori Peace School,"
730 Jackson St, Herndon, VA 20170","
montessoripeaceschool.com","
(703) 689-0208",,,38.7586967,-86.5171417,educational camps,20170
Discover Learning,"
730 Jackson St, Herndon, VA 20170","
montessoripeaceschool.com","
(703) 689-0208",,,38.7586967,-86.5171417,educational camps,20170
Congressional Camp,"
3229 Sleepy Hollow Rd, Falls Church, VA 22042","
congocamp.org","
(703) 533-0931",,,38.7586967,-86.5171417,educational camps,20170
Highest Speak,"
12310 Pinecrest Rd suite 301, Reston, VA 20191","
highestspeak.com","
(833) 347-7325",,,38.7586967,-86.5171417,educational camps,20170
Hard Work Martial Arts - a 501c3 Non-Profit,"
47100 Community Plaza #120, Sterling, VA 20164","
hardworkma.com","
(571) 455-9071",,,38.7586967,-86.5171417,educational camps,20170
Techhaven Academy,"
1900 Campus Commons Dr, Reston, VA 20191","
techhavenacademy.com","
(571) 306-0854",,,38.7586967,-86.5171417,educational camps,20170
Life Champ Martial Arts of Reston,"
11160 South Lakes Dr, Reston, VA 20191","
hellokarate.com","
(703) 860-5555",,,38.7586967,-86.5171417,educational camps,20170
Katydid Farm Preschool - Frying Pan Farm Park,"
11160 South Lakes Dr, Reston, VA 20191","
hellokarate.com","
(703) 860-5555",,,38.7586967,-86.5171417,educational camps,20170
Herndon Parks & Recreation Department,"
11160 South Lakes Dr, Reston, VA 20191","
hellokarate.com","
(703) 860-5555",,,38.7586967,-86.5171417,educational camps,20170
Montessori Country School,"
621 Alabama Dr, Herndon, VA 20170","
mcsherndon.com","
(703) 437-8285",,,38.7586967,-86.5171417,educational camps,20170
Herndon Youth Soccer,"
621 Alabama Dr, Herndon, VA 20170","
mcsherndon.com","
(703) 437-8285",,,38.7586967,-86.5171417,educational camps,20170
Celebree School of Reston,"
11109 Sunset Hills Rd, Reston, VA 20190","
celebree.com","
(703) 349-3002",,,38.7586967,-86.5171417,educational camps,20170
Cortona Academy,"
13505 Dulles Technology Dr STE 3, Herndon, VA 20171","
cortonalearning.com","
(703) 464-0034",,,38.7586967,-86.5171417,educational camps,20170
Monroe Street Studio,"
13505 Dulles Technology Dr STE 3, Herndon, VA 20171","
cortonalearning.com","
(703) 464-0034",,,38.7586967,-86.5171417,educational camps,20170
Kids Under Construction Preschool,"
304 E Church Rd, Sterling, VA 20164","
kucpreschool.org","
(703) 430-0088",,,38.7586967,-86.5171417,educational camps,20170
Always in Motion Ninja & Parkour,"
21080 Dulles Town Cir Suite 100, Sterling, VA 20166","
alwaysinmotion.ninja","
(571) 249-2858",,,38.7586967,-86.5171417,educational camps,20170
F4C Soccer,"
21610 Atlantic Blvd, Sterling, VA 20166","
f4csoccer.com","
(703) 232-1600",,,38.7586967,-86.5171417,educational camps,20170
"LCF KIDS - Falls Church, VA","
21610 Atlantic Blvd, Sterling, VA 20166","
f4csoccer.com","
(703) 232-1600",,,38.7586967,-86.5171417,educational camps,20170
"Lopez Studios, Inc. Performing Arts School","
11425 Isaac Newton Square Ste 100 Suite 100, Reston, VA 20190","
lopezstudiosinc.com","
(703) 787-0071",,,38.7586967,-86.5171417,educational camps,20170
Herndon United Methodist Church Preschool,"
701 Bennett St, Herndon, VA 20170","
herndonumcpreschool.com","
(703) 435-5688",,,38.7586967,-86.5171417,educational camps,20170
"Freetown Friends School, LLC","
2487 Freetown Dr, Reston, VA 20191","
freetownfriends.com","
(703) 860-8910",,,38.7586967,-86.5171417,educational camps,20170
Virginia Russian Academy,"
2487 Freetown Dr, Reston, VA 20191","
freetownfriends.com","
(703) 860-8910",,,38.7586967,-86.5171417,educational camps,20170
Hopkins House - James L & Juliette McNeil Preschool Academy,"
200 Fairbrook Dr STE 103, Herndon, VA 20170","
hopkinshousepreschools.org","
(571) 480-4275",,,38.7586967,-86.5171417,educational camps,20170
Summer Cove,"
200 Fairbrook Dr STE 103, Herndon, VA 20170","
hopkinshousepreschools.org","
(571) 480-4275",,,38.7586967,-86.5171417,educational camps,20170
Russian Kids House,"
200 Fairbrook Dr STE 103, Herndon, VA 20170","
hopkinshousepreschools.org","
(571) 480-4275",,,38.7586967,-86.5171417,educational camps,20170
Hopecam,"
11445 Isaac Newton Square S A, Reston, VA 20190","
russiankidshouse.com","
(703) 435-2784",,,38.7586967,-86.5171417,educational camps,20170
Happy Hearts Children’s Center - Herndon/McNair Farms,"
2487 McNair Farms Dr, Herndon, VA 20171","
happyheartschildrencenter.com","
(703) 793-1835",,,38.7586967,-86.5171417,educational camps,20170
"Robert E. Simon, Jr. Children's Center","
12005 Sunrise Valley Dr #30, Reston, VA 20191","
simoncenter.org","
(703) 834-5880",,,38.7586967,-86.5171417,educational camps,20170
Chesterbrook Academy Preschool,"
12005 Sunrise Valley Dr #30, Reston, VA 20191","
simoncenter.org","
(703) 834-5880",,,38.7586967,-86.5171417,educational camps,20170
Happy Hearts Children’s Center - Herndon,"
2730 Centreville Rd, Herndon, VA 20171","
happyheartschildrencenter.com","
(703) 793-3880",,,38.7586967,-86.5171417,educational camps,20170
TealNest Pottery,"
Lower level, 11704 Bowman Green Dr, Reston, VA 20190","
tealnestpottery.com","
(703) 721-8228",,,38.7586967,-86.5171417,educational camps,20170
Camp Kids Place,"
Lower level, 11704 Bowman Green Dr, Reston, VA 20190","
tealnestpottery.com","
(703) 721-8228",,,38.7586967,-86.5171417,educational camps,20170
One Take Studios Martial Arts and Dance,"
22135 Davis Dr STE 105, Sterling, VA 20164","
onetakestudiosva.com","
(571) 267-7448",,,38.7586967,-86.5171417,educational camps,20170
The Sent Christian School,"
15451 US-29, Centreville, VA 20121","
thesentschool.org","
(703) 810-7157",,,38.7586967,-86.5171417,educational camps,20170
AIC Fencing,"
15451 US-29, Centreville, VA 20121","
thesentschool.org","
(703) 810-7157",,,38.7586967,-86.5171417,educational camps,20170
Building Blocks Learning Academy,"
150 Enterprise St, Sterling, VA 20164","
bblacademy.com","
(703) 430-8166",,,38.7586967,-86.5171417,educational camps,20170
Academy Of Russian Ballet,"
320 Victory Dr, Herndon, VA 20170","
academyofrussianballetva.com","
(703) 368-2268",,,38.7586967,-86.5171417,educational camps,20170
Goldfish Swim School - Reston,"
320 Victory Dr, Herndon, VA 20170","
academyofrussianballetva.com","
(703) 368-2268",,,38.7586967,-86.5171417,educational camps,20170
Childtime of Herndon,"
320 Victory Dr, Herndon, VA 20170","
academyofrussianballetva.com","
(703) 368-2268",,,38.7586967,-86.5171417,educational camps,20170
Music Spectrum School for the Arts,"
465 Herndon Pkwy, Herndon, VA 20170","
musicspectrumschool.com","
(703) 582-7430",,,38.7586967,-86.5171417,educational camps,20170
Reston Children’s Center,"
11827 Olde Crafts Dr, Reston, VA 20191","
restonchildren.org","
(703) 476-8150",,,38.7586967,-86.5171417,educational camps,20170
Academy Of Christian Education,"
10800 Parkridge Blvd, Reston, VA 20191","
myschoolace.com","
(703) 471-2132",,,38.7586967,-86.5171417,educational camps,20170
La Petite Academy of Sugarland/Cascades,"
46839 Maple Leaf Pl Unit 1, Sterling, VA 20164","
lapetite.com","
(877) 271-6466",,,38.7586967,-86.5171417,educational camps,20170
Walker Nature Center,"
46839 Maple Leaf Pl Unit 1, Sterling, VA 20164","
lapetite.com","
(877) 271-6466",,,38.7586967,-86.5171417,educational camps,20170
Kim's Olympic TaeKwonDo Center in Herndon/Reston,"
46839 Maple Leaf Pl Unit 1, Sterling, VA 20164","
lapetite.com","
(877) 271-6466",,,38.7586967,-86.5171417,educational camps,20170
Claude Moore Community Center,"
46111 Loudoun Park Ln, Sterling, VA 20164","
loudoun.gov","
(571) 258-3500",,,38.7586967,-86.5171417,educational camps,20170
Big Blue Swim School,"
22000 Dulles Retail Plaza, Dulles, VA 20166","
bigblueswimschool.com","
(571) 773-7562",,,38.7586967,-86.5171417,educational camps,20170
Mudra Arts Center,"
1323 Shepard Dr, Sterling, VA 20164","
mudraartscenter.com","
(571) 432-6920",,,38.7586967,-86.5171417,educational camps,20170
Artful Tutoring,"
1323 Shepard Dr, Sterling, VA 20164","
mudraartscenter.com","
(571) 432-6920",,,38.7586967,-86.5171417,educational camps,20170
Elite Hockey Science Reston LLC,"
1800 Michael Faraday Ct STE NHL RINK, 1800 Michael Faraday Ct, Reston, VA 20190","
ehockeysciencereston.square.site","
(703) 348-2664",,,38.5203995,-86.5180757,science camps,20170
USGS Eastern Geographic Science Center,"
12201 Sunrise Valley Dr Suite MS-521, Reston, VA 20191","
egsc.usgs.gov","
(888) 275-8747",,,38.5203995,-86.5180757,science camps,20170
Mina's School of Great Falls,"
717 Walker Rd, Great Falls, VA 22066","
minaschool.com","
(571) 355-5999",,,38.5203995,-86.5180757,science camps,20170
United States Geological Survey,"
12201 Sunrise Valley Dr, Reston, VA 20192","
usgs.gov","
(703) 648-5953",,,38.5203995,-86.5180757,science camps,20170
Summer Camps and After School Program,"
44670 Cape Ct Unit 130, Ashburn, VA 20147","
summercampsafterschool.com","
(571) 500-2898",,,38.5203995,-86.5180757,science camps,20170
The Code Ranger,"
23305 Mount Middleton Square, Ashburn, VA 20148","
thecoderanger.com","
(703) 501-2034",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas,"
23305 Mount Middleton Square, Ashburn, VA 20148","
thecoderanger.com","
(703) 501-2034",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas Ashburn,"
44110 Ashburn Shopping Plz Unit #130, Ashburn, VA 20147","
codeninjas.com","
(571) 349-8882",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas Fairfax,"
11213 Lee Hwy D, Fairfax, VA 22030","
codeninjas.com","
(703) 249-9108",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas,"
11213 Lee Hwy D, Fairfax, VA 22030","
codeninjas.com","
(703) 249-9108",,,38.2825448,-86.5190123,coding camps for kids,20170
Academy of Programming,"
44632 Guilford Dr #101, Ashburn, VA 20147","
academyofprogramming.com","
(571) 293-9728",,,38.2825448,-86.5190123,coding camps for kids,20170
iCode Burke,"
6045 Burke Centre Pkwy #202, Burke, VA 22015","
icodeschool.com","
(571) 295-5708",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas Alexandria,"
4694 King St Suite 15, Alexandria, VA 22302","
codeninjas.com","
(703) 375-9540",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas Gainesville,"
7543 Somerset Crossing Dr, Gainesville, VA 20155",,"
(571) 248-0465",,,38.2825448,-86.5190123,coding camps for kids,20170
Programming for Girls,"
7543 Somerset Crossing Dr, Gainesville, VA 20155",,"
(571) 248-0465",,,38.2825448,-86.5190123,coding camps for kids,20170
iCode Clifton,"
5754 Union Mill Rd #19, Clifton, VA 20124","
icodeschool.com","
(571) 295-5708",,,38.2825448,-86.5190123,coding camps for kids,20170
Panda Programmer Gaithersburg Weekend Classes,"
5754 Union Mill Rd #19, Clifton, VA 20124","
icodeschool.com","
(571) 295-5708",,,38.2825448,-86.5190123,coding camps for kids,20170
theCoderSchool,"
1320 Old Chain Bridge Rd #170, McLean, VA 22101","
mclean.thecoderschool.com","
(703) 712-7182",,,38.2825448,-86.5190123,coding camps for kids,20170
Browne Academy and Drobots: Drone | Tech | Robotics | Coding Summer Camps For Kids,"
Drobots Summer Camp at Browne Academy, 5917 Telegraph Rd, Alexandria, VA 22310","
drobotscompany.com","
(800) 336-2098",,,38.2825448,-86.5190123,coding camps for kids,20170
SSSAS and Drobots: Drone | Tech | Robotics | Coding Summer Camps For Kids,"
Drobots Summer Camp at Browne Academy, 5917 Telegraph Rd, Alexandria, VA 22310","
drobotscompany.com","
(800) 336-2098",,,38.2825448,-86.5190123,coding camps for kids,20170
vRealm Inc.,"
1900 Reston Metro Plaza FL 6, Reston, VA 20190","
usmaplocation.org","
(301) 638-8061",,,38.2825448,-86.5190123,coding camps for kids,20170
Code Ninjas,"
373 Garrisonville Rd Suite 101 and 103, Stafford, VA 22554","
codeninjas.com","
(540) 699-2459",,,38.2825448,-86.5190123,coding camps for kids,20170
Stemality,"
373 Garrisonville Rd Suite 101 and 103, Stafford, VA 22554","
codeninjas.com","
(540) 699-2459",,,38.2825448,-86.5190123,coding camps for kids,20170
Worldgate Athletic Club,"
13037 Worldgate Dr, Herndon, VA 20170","
worldgateathleticclubandspa.com","
(571) 440-7400",,,38.2825448,-86.5190123,coding camps for kids,20170
Team Passos Jiu Jitsu,"
13037 Worldgate Dr, Herndon, VA 20170","
worldgateathleticclubandspa.com","
(571) 440-7400",,,38.2825448,-86.5190123,coding camps for kids,20170
The Renaissance Child,"
1205 Dolley Madison Blvd, McLean, VA 22101",,"
(703) 244-0585",,,38.2825448,-86.5190123,coding camps for kids,20170
"AA Driving Academy, Inc.","
1043 Sterling Rd #101, Herndon, VA 20170","
aadrivingacademy.net","
(703) 478-6800",,,38.2825448,-86.5190123,coding camps for kids,20170
Best Brains Learning Center - Ashburn,"
44031 Pipeline Plaza STE 205, Ashburn, VA 20147","
bestbrains.com","
(703) 729-3333",,,38.2825448,-86.5190123,coding camps for kids,20170
The Gardner School of Herndon,"
2655 West Ox Rd, Herndon, VA 20171","
thegardnerschool.com","
(703) 657-6939",,,38.2825448,-86.5190123,coding camps for kids,20170
Infamous Robotics LLC,"
2655 West Ox Rd, Herndon, VA 20171","
thegardnerschool.com","
(703) 657-6939",,,38.2825448,-86.5190123,coding camps for kids,20170
"After School Program: MAP, SOL, Algebra, Math League, Olympiad, APCS, Physics, TJ, AOS, SAT, COGAT, ACSL, AMC, MATHCOUNTS","
23237 Firedrake Terrace, Brambleton, VA 20148","
talentacad.com","
(703) 531-9669",,,38.9742413,-86.7510576,coding camps for kids,20170
"Children's Center for Language and Culture, Inc. (ChiCeLaCu!)","
10201 Main St Suite 230, Fairfax, VA 22030","
spanishclassesforchildren.com","
(571) 210-0161",,,38.9742413,-86.7510576,coding camps for kids,20170
DivaFit Pole and Aerial Fitness,"
317 Sunset Park Dr, Herndon, VA 20170","
divafit.online","
(571) 207-8627",,,38.9742413,-86.7510576,coding camps for kids,20170
"iCode Columbia, MD","
317 Sunset Park Dr, Herndon, VA 20170","
divafit.online","
(571) 207-8627",,,38.9742413,-86.7510576,coding camps for kids,20170
Kids 'R' Kids Learning Academy of South Riding,"
25160 Loudoun County Pkwy, South Riding, VA 20152","
kidsrkids.com","
(703) 957-3037",,,38.9742413,-86.7510576,coding camps for kids,20170
