name,address,website,has_website,phone_number,business_type,reviews_count,reviews_average,latitude,longitude,keyword,category,searched_zipcode,email_1,email_2,email_3,all_emails,facebook,instagram,email_found,scrape_status
Country Burger,"1926 Market Center Blvd, Dallas, TX 75207",https://rodeogoat.com,Yes,(214) 741-4628,,432.0,8.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,,,No,no_contact_found
Black Tap Craft Burgers & Beer - Dallas,"1926 Market Center Blvd, Dallas, TX 75207",https://rodeogoat.com,Yes,(214) 741-4628,,432.0,8.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,,,No,no_contact_found
Twisted Root Burger Co.,"2615 Commerce St, Dallas, TX 75226",https://twistedrootburgerco.com,Yes,(214) 741-7668,,465.0,3.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/TwistedRoot/,https://www.instagram.com/twistedrootburger/,No,no_contact_found
Pacheco Taco N Burger,"2615 Commerce St, Dallas, TX 75226",https://twistedrootburgerco.com,Yes,(214) 741-7668,,465.0,3.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/TwistedRoot/,https://www.instagram.com/twistedrootburger/,No,no_contact_found
Hunky's Old Fashioned Hamburgers - Bishop Arts,"321 N Bishop Ave, Dallas, TX 75208",https://hunkys.com,Yes,(214) 941-3322,,228.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/,https://www.instagram.com/,No,no_contact_found
Maple & Motor,"321 N Bishop Ave, Dallas, TX 75208",https://hunkys.com,Yes,(214) 941-3322,,228.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/,https://www.instagram.com/,No,no_contact_found
Good Luck Drive In,"321 N Bishop Ave, Dallas, TX 75208",https://hunkys.com,Yes,(214) 941-3322,,228.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/,https://www.instagram.com/,No,no_contact_found
Best Burger Barn,"321 N Bishop Ave, Dallas, TX 75208",https://hunkys.com,Yes,(214) 941-3322,,228.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/,https://www.instagram.com/,No,no_contact_found
Speed Burgers and More,"1201 Main St, Dallas, TX 75202",https://facebook.com,Yes,(469) 914-0141,,6.0,7.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,,,No,no_contact_found
Stock & Barrel,"1201 Main St, Dallas, TX 75202",https://facebook.com,Yes,(469) 914-0141,,6.0,7.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,,,No,no_contact_found
Hopdoddy Burger Bar,"3227 McKinney Ave #102, Dallas, TX 75204",https://hopdoddy.com,Yes,(214) 871-2337,,543.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/hopdoddy,https://www.instagram.com/hopdoddy/,No,no_contact_found
Wingfield's Breakfast & Burger,"3227 McKinney Ave #102, Dallas, TX 75204",https://hopdoddy.com,Yes,(214) 871-2337,,543.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://www.facebook.com/hopdoddy,https://www.instagram.com/hopdoddy/,No,no_contact_found
Angry Dog,"2726 Commerce St, Dallas, TX 75226",https://angrydog.com,Yes,(214) 741-4406,,815.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,,,No,no_contact_found
COLORADO SPOT,"2726 Commerce St, Dallas, TX 75226",https://angrydog.com,Yes,(214) 741-4406,,815.0,2.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,,,No,no_contact_found
Good Luck Chicken Hamburger And Sea Food,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Easy Slider - The Exchange Hall,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Harvey B's,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
HighFive Burger,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Bowl and Burger,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Hopdoddy Burger Bar,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Good Luck Hamburgers Drive #3,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Legend's Grill at Cedar Crest Golf Course,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Norma's Cafe,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Good Luck Drive In,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Doda Burger & Sushi,"111 S Hall St, Dallas, TX 75226",https://skyrocketburger.com,Yes,(469) 577-9573,,85.0,1.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,,,,,https://facebook.com/Sky-Rocket-Burger-1388740504572269/,https://www.instagram.com/skyrocketburgers/,No,no_contact_found
Oddfellows,"316 W Seventh St, Dallas, TX 75208",https://oddfellowsdallas.com,Yes,(214) 944-5958,,142.0,3.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,eat@oddfellowsdallas.com,,,eat@oddfellowsdallas.com,https://www.facebook.com/OddfellowsOC/,https://www.instagram.com/oddfellowsoc/,Yes,found_homepage
Wulf Burger,"316 W Seventh St, Dallas, TX 75208",https://oddfellowsdallas.com,Yes,(214) 944-5958,,142.0,3.0,32.7641744,-96.9675034,burger restaurant,Food & Restaurant,75203,eat@oddfellowsdallas.com,,,eat@oddfellowsdallas.com,https://www.facebook.com/OddfellowsOC/,https://www.instagram.com/oddfellowsoc/,Yes,found_homepage
