name,address,website,has_website,phone_number,business_type,reviews_count,reviews_average,latitude,longitude,keyword,category,searched_zipcode,email_1,email_2,email_3,all_emails,facebook,instagram,email_found,scrape_status
Raising Cane's Chicken Fingers,"5201 Ross Ave, Dallas, TX 75206",https://locations.raisingcanes.com,Yes,(214) 515-9105,,67,2.0,32.8036737,-96.8502104,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/RaisingCanesChickenFingers,https://www.instagram.com/raisingcanes/,No,no_contact_found
Whataburger,"5500 Lemmon Ave, Dallas, TX 75209",https://locations.whataburger.com,Yes,(214) 521-3870,,621,2.0,32.8286879,-96.8965533,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/whataburger,https://instagram.com/whataburger,No,no_contact_found
Potbelly,"1201 Elm St Ste LL09, Dallas, TX 75270",https://potbelly.com,Yes,(214) 573-8727,,6,6.0,32.8286879,-96.8965533,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Chipotle Mexican Grill,"2705 McKinney Ave, Dallas, TX 75204",https://locations.chipotle.com,Yes,(214) 871-3100,,202,1.0,32.8286879,-96.8965533,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Raising Cane's Chicken Fingers,"2705 McKinney Ave, Dallas, TX 75204",https://locations.chipotle.com,Yes,(214) 871-3100,,202,1.0,32.8286879,-96.8965533,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Wendy's,"4018 Lemmon Ave, Dallas, TX 75219",https://locations.wendys.com,Yes,(214) 272-0842,,560,1.0,32.8286879,-96.8965533,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/wendys/,https://www.instagram.com/wendys/#,No,no_contact_found
Jack in the Box,"3811 Live Oak St, Dallas, TX 75204",https://locations.jackinthebox.com,Yes,(214) 826-2470,,637,1.0,32.8286879,-96.8965533,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/jackinthebox/,https://www.instagram.com/jackinthebox/,No,no_contact_found
Sonic Drive-In,"4801 Ross Ave, Dallas, TX 75204",https://sonicdrivein.com,Yes,(469) 778-2433,,867,1.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
The Exchange Food Hall,"211 S Akard St, Dallas, TX 75202",https://theexchangehall.com,Yes,(214) 464-8101,,366,1.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/exchangehall,https://www.instagram.com/theexchangehall/,No,no_contact_found
La Parada,"2000 Woodall Rodgers Fwy, Dallas, TX 75201",https://laparadaonthepark.com,Yes,(214) 531-6062,,9,3.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/MiCocinaTexmex,https://www.instagram.com/micocina/,No,no_contact_found
Social Chicken,"700 N Pearl St Ste FC2, Dallas, TX 75201",https://socialchicken.site,Yes,(214) 393-4464,,1,5.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,socialchicken.central@gmail.com,,,socialchicken.central@gmail.com,,,Yes,found_subpage
Big Guys Chicken & Rice,"2614 Elm St, Dallas, TX 75226",https://orderbigguyschickenandrice.com,Yes,(214) 810-1955,,2,89.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Wing Bucket,"1200 Main St #100, Dallas, TX 75202",https://wingbucket.com,Yes,(214) 760-9491,,330,2.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Mas Street Tacos,"1200 Main St #100, Dallas, TX 75202",https://wingbucket.com,Yes,(214) 760-9491,,330,2.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Eloisas kitchen,"16 Woodall Rodgers Fwy, Dallas, TX 75201",https://eloisaskitchen.com,Yes,(469) 251-3536,,2,29.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,eloisa@eloisaskitchen.com,,,eloisa@eloisaskitchen.com,,https://www.instagram.com/eloisitas/,Yes,found_homepage
Snappy Salads Harwood,"717 N Harwood St, Dallas, TX 75201",https://snappysalads.com,Yes,(214) 748-7627,,5,21.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,catering@snappysalads.com,,,catering@snappysalads.com,https://www.facebook.com/SnappySalads,https://www.instagram.com/snappysalads/,Yes,found_homepage
Subway,"Food Court, 1700 Pacific Ave Suite C104, Dallas, TX 75201",https://restaurants.subway.com,Yes,(214) 965-9499,,2,2.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Power House Cafe,"601 N Akard St, Dallas, TX 75201",https://powerhouse.cafe,Yes,(214) 871-7126,,8,7.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
McDonald's,"601 N Akard St, Dallas, TX 75201",https://powerhouse.cafe,Yes,(214) 871-7126,,8,7.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
St. Paul Cafe,"1707 San Jacinto St, Dallas, TX 75201",https://firstdallas.org,Yes,(214) 969-7753,,1,19.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,info@firstdallas.org,press@firstdallas.org,customerservice@ptv.org,info@firstdallas.org | press@firstdallas.org | customerservice@ptv.org,http://www.facebook.com/fbcdallas,https://instagram.com/firstdallas/,Yes,found_homepage
Mi Cocina,"2000 Woodall Rodgers Fwy, Dallas, TX 75201",https://micocina.com,Yes,(214) 531-6061,,119,2.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/MiCocinaTexmex,https://www.instagram.com/micocina/,No,no_contact_found
Abe's Flavor Flave (Food Truck),"3811 Live Oak St, Dallas, TX 75204",https://locations.jackinthebox.com,Yes,(214) 826-2470,,637,1.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/jackinthebox/,https://www.instagram.com/jackinthebox/,No,no_contact_found
The Kati Roll Company,"3811 Live Oak St, Dallas, TX 75204",https://locations.jackinthebox.com,Yes,(214) 826-2470,,637,1.0,32.7949239,-96.8543436,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/jackinthebox/,https://www.instagram.com/jackinthebox/,No,no_contact_found
Burger King,"801 N Riverfront Blvd, Dallas, TX 75207",https://burgerking.com,Yes,(214) 748-4077,,123,1.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Taco Bell,"801 N Riverfront Blvd, Dallas, TX 75207",https://burgerking.com,Yes,(214) 748-4077,,123,1.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Salata,"1700 Pacific Ave Suite No. C105, Dallas, TX 75201",https://salata.com,Yes,(214) 855-9898,,4,3.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,contact@salata.com,,,contact@salata.com,https://www.facebook.com/SalataSalads,https://instagram.com/salatasalads,Yes,found_homepage
Snap Kitchen - Uptown,"1700 Pacific Ave Suite No. C105, Dallas, TX 75201",https://salata.com,Yes,(214) 855-9898,,4,3.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,contact@salata.com,,,contact@salata.com,https://www.facebook.com/SalataSalads,https://instagram.com/salatasalads,Yes,found_homepage
Chipotle Mexican Grill,"2401 Victory Park Ln #140, Dallas, TX 75219",https://locations.chipotle.com,Yes,(214) 453-8267,,4,48.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Jack in the Box,"190 Continental Ave, Dallas, TX 75207",https://locations.jackinthebox.com,Yes,(214) 760-9324,,77,1.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/jackinthebox/,https://www.instagram.com/jackinthebox/,No,no_contact_found
Sandoitchi,"190 Continental Ave, Dallas, TX 75207",https://locations.jackinthebox.com,Yes,(214) 760-9324,,77,1.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/jackinthebox/,https://www.instagram.com/jackinthebox/,No,no_contact_found
Grandy's,"901 Main St Suite C106A, Dallas, TX 75202",https://grandys.com,Yes,(214) 655-2677,,7,5.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,scott_wilson@grandys.com,,,scott_wilson@grandys.com,https://www.facebook.com/grandys,,Yes,found_subpage
Haywire,"1920 McKinney Ave Ste 100, Dallas, TX 75201",https://haywirerestaurant.com,Yes,(469) 501-5522,,951,1.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/haywirerestaurant,https://www.instagram.com/haywirerestaurants/,No,no_contact_found
ELOTE Co. Mexican Snacks,"1952 N Harwood St, Dallas, TX 75201",https://mexicansnaks.com,Yes,,,5,1.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Subway,"901 Main St Suite C-127, Dallas, TX 75202",https://restaurants.subway.com,Yes,(469) 291-5075,,8,2.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
everbowl,"200 Crescent Ct Suite 60, Dallas, TX 75201",https://everbowl.com,Yes,(972) 925-9025,,3,30.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/everbowl,https://www.instagram.com/everbowlcraftsuperfood/,No,no_contact_found
"Moudis (Bagels, Deli, and Mediterranean)","1700 Pacific Ave Ste C107, Dallas, TX 75201",https://instagram.com,Yes,,,0,35.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Record Grill,"1700 Pacific Ave Ste C107, Dallas, TX 75201",https://instagram.com,Yes,,,0,35.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Twisted Root Burger Co.,"2615 Commerce St, Dallas, TX 75226",https://twistedrootburgerco.com,Yes,(214) 741-7668,,465,3.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/TwistedRoot/,https://www.instagram.com/twistedrootburger/,No,no_contact_found
Subway,"1302 Elm St 1st Floor, Dallas, TX 75202",https://restaurants.subway.com,Yes,(214) 747-1088,,0,38.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
McDonald's,"3802 Gaston Ave, Dallas, TX 75246",https://mcdonalds.com,Yes,(214) 827-4021,,879,2.0,32.7841841,-96.8887148,fast food restaurant,Food & Restaurant,75201,franchising@us.mcd.com,,,franchising@us.mcd.com,https://www.facebook.com/McDonalds/,https://www.instagram.com/wearegolden/,Yes,found_subpage
Twisted Trompo,"3802 Gaston Ave, Dallas, TX 75246",https://mcdonalds.com,Yes,(214) 827-4021,,879,2.0,32.7920401,-96.8507803,fast food restaurant,Food & Restaurant,75201,franchising@us.mcd.com,,,franchising@us.mcd.com,https://www.facebook.com/McDonalds/,https://www.instagram.com/wearegolden/,Yes,found_subpage
Salsa Limn,"411 N Akard St, Dallas, TX 75201",https://salsalimon.com,Yes,(972) 803-4388,,534,1.0,32.7920401,-96.8507803,fast food restaurant,Food & Restaurant,75201,contact@salsalimon.com,feedback@salsalimon.com,,contact@salsalimon.com | feedback@salsalimon.com,https://www.facebook.com/salsalimon/,https://www.instagram.com/salsalimon,Yes,found_homepage
Corner Bakery Cafe,"411 N Akard St, Dallas, TX 75201",https://salsalimon.com,Yes,(972) 803-4388,,534,1.0,32.7920401,-96.8507803,fast food restaurant,Food & Restaurant,75201,contact@salsalimon.com,feedback@salsalimon.com,,contact@salsalimon.com | feedback@salsalimon.com,https://www.facebook.com/salsalimon/,https://www.instagram.com/salsalimon,Yes,found_homepage
Carmine's Pizza Downtown,"2006 San Jacinto St #100, Dallas, TX 75201",https://carminespizzadallas.com,Yes,(214) 520-6000,,2,99.0,32.7920401,-96.8507803,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/carminespizzadowntown,https://www.instagram.com/carminespizzadowntown/,No,no_contact_found
Uno Mas Tex Mex,"2006 San Jacinto St #100, Dallas, TX 75201",https://carminespizzadallas.com,Yes,(214) 520-6000,,2,99.0,32.7920401,-96.8507803,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/carminespizzadowntown,https://www.instagram.com/carminespizzadowntown/,No,no_contact_found
The Henry,"2006 San Jacinto St #100, Dallas, TX 75201",https://carminespizzadallas.com,Yes,(214) 520-6000,,2,99.0,32.7920401,-96.8507803,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/carminespizzadowntown,https://www.instagram.com/carminespizzadowntown/,No,no_contact_found
Chick-fil-A,"8008 Cedar Springs Rd, Dallas, TX 75235",https://chick-fil-a.com,Yes,(214) 301-7514,,8,4.0,32.8459538,-96.9223406,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Chef Wang,"1201 Main St #390, Dallas, TX 75202",https://chefwangdallas.com,Yes,(214) 741-1711,,9,19.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Press Box Grill,"1201 Main St #390, Dallas, TX 75202",https://chefwangdallas.com,Yes,(214) 741-1711,,9,19.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Broadway Pizza,"700 N Pearl St n104, Dallas, TX 75201",https://broadwaypizzadallas.com,Yes,(214) 720-2221,,4,7.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Miriam Cocina Latina,"2015 Woodall Rodgers Fwy, Dallas, TX 75201",https://miriamcocina.com,Yes,(214) 855-5275,,241,1.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/miriamcocinadallas,https://www.instagram.com/miriamcocinalatina/,No,no_contact_found
Yolk - One Arts Plaza,"1722 Routh St #132, Dallas, TX 75201",https://eatyolk.com,Yes,(214) 855-9655,,208,2.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,info@eatyolk.com,,,info@eatyolk.com,https://www.facebook.com/EatYolk,http://instagram.com/eatyolk#,Yes,found_homepage
la Madeleine,"1722 Routh St #132, Dallas, TX 75201",https://eatyolk.com,Yes,(214) 855-9655,,208,2.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,info@eatyolk.com,,,info@eatyolk.com,https://www.facebook.com/EatYolk,http://instagram.com/eatyolk#,Yes,found_homepage
CiboDivino Centro,"2001 Bryan St #100, Dallas, TX 75201",https://cibodivinomkt.com,Yes,(214) 214-8466,,0,4.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,info@cibodivinomkt.com,,,info@cibodivinomkt.com,https://www.facebook.com/pages/CiboDivino-Marketplace/1509983099248858,https://instagram.com/cibodivinomkt/,Yes,found_homepage
Asia Wok,"901 Main St # C122, Dallas, TX 75202",https://asiawok.top,Yes,(214) 752-5888,,7,11.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,black9@qq.com,,,black9@qq.com,,,Yes,found_homepage
Seor Bean,"901 Main St # C122, Dallas, TX 75202",https://asiawok.top,Yes,(214) 752-5888,,7,11.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,black9@qq.com,,,black9@qq.com,,,Yes,found_homepage
CAVA,"1919 McKinney Ave, Dallas, TX 75201",https://cava.com,Yes,(214) 281-8668,,669,1.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Meso Maya Comida y Copas,"1919 McKinney Ave, Dallas, TX 75201",https://cava.com,Yes,(214) 281-8668,,669,1.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
ASTRA Kitchen + Lounge,"1717 Leonard St, Dallas, TX 75201",https://astradallas.com,Yes,(972) 629-0924,,4,53.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,info@astradallas.com,,,info@astradallas.com,https://www.facebook.com/astradfw/,https://www.instagram.com/astradfw,Yes,found_subpage
MIXT Salads,"1717 Leonard St, Dallas, TX 75201",https://astradallas.com,Yes,(972) 629-0924,,4,53.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,info@astradallas.com,,,info@astradallas.com,https://www.facebook.com/astradfw/,https://www.instagram.com/astradfw,Yes,found_subpage
Campisi's,"1520 Elm St #111, Dallas, TX 75201",https://campisis.us,Yes,(214) 752-0141,,160,2.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,cater@campisis.us,,,cater@campisis.us,https://www.facebook.com/CampisisRestaurants,https://www.instagram.com/campisisrestaurants/,Yes,found_homepage
National Anthem,"2130 Commerce St 2nd Floor, Dallas, TX 75201",https://nationalanthemdtx.com,Yes,(469) 677-6166,,6,35.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,https://www.instagram.com/nationalanthemdtx/,No,no_contact_found
The Playwright Irish Pub,"2130 Commerce St 2nd Floor, Dallas, TX 75201",https://nationalanthemdtx.com,Yes,(469) 677-6166,,6,35.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,https://www.instagram.com/nationalanthemdtx/,No,no_contact_found
Centric Bar & Grille,"650 N Pearl St, Dallas, TX 75201",https://marriott.com,Yes,(214) 855-1708,,7,4.0,32.7804828,-96.8749218,fast food restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
