name,address,website,phone_number,latitude,longitude,keyword,searched_zipcode,category
Swimsavvy+Academy,,"
swimsavvyacademy.com",,42.540209,-120.0953783,indoor swim lessons for kids,22116,
Seattle+Swim+Academy,,"
seattleswimacademy.com",,42.540209,-120.0953783,indoor swim lessons for kids,22116,
"Splash+Class+Middle+Ga.,+Llc",,"
yarbrough20.wixsite.com","
(478) 955-8904",42.540209,-120.0953783,indoor swim lessons for kids,22116,
Aqua+School,,"
aquaschool.us","
(754) 217-5028",42.540209,-120.0953783,indoor swim lessons for kids,22116,
British+Swim+School+Of+Brooklyn+Queens,,"
britishswimschool.com","
(718) 576-1870",42.540209,-120.0953783,indoor swim lessons for kids,22116,
Floaty+Swim+School,,"
floatyswimschool.com","
(818) 253-4791",42.540209,-120.0953783,indoor swim lessons for kids,22116,
Lilly%27S+Bluefin+Aquatics,,"
lillysbluefinaquatics.com","
(213) 446-1734",42.540209,-120.0953783,swimming classes for kids,22116,
Swimscool+Llc,,"
helloswimscool.com","
(310) 384-1898",42.540209,-120.0953783,swimming classes for kids,22116,
Swim+Lessons+Co. +Orange,,,"
(714) 860-8940",42.540209,-120.0953783,swimming classes for kids,22116,
Swimfit+Llc,,"
swimfitllc.com","
(404) 788-8544",42.540209,-120.0953783,swimming classes for kids,22116,
Cc+Swim+Academy,,"
swimfitllc.com","
(404) 788-8544",42.540209,-120.0953783,swimming classes for kids,22116,
Swim+To+Ethan,,"
swimtoethan.com","
(310) 462-8755",42.540209,-120.0953783,swimming classes for kids,22116,
Sf+Swimming,,"
sfswimming.com","
(267) 370-7050",42.540209,-120.0953783,swimming classes for kids,22116,
British+Swim+Academy,,"
britishswimacademy.com","
(424) 272-1030",42.540209,-120.0953783,swimming classes for kids,22116,
Nickbswimming,,,"
(907) 419-8836",42.540209,-120.0953783,swimming classes for kids,22116,
Swimming+Lessons,,,,42.540209,-120.0953783,swimming classes for kids,22116,
British+Swim+School+Of+Flatirons,,,,42.540209,-120.0953783,swimming classes for kids,22116,
East+Valley+Swim+Team,,"
eastvalleyswimteam.com","
(928) 719-0055",42.540209,-120.0953783,youth swimming programs,22116,
Coach+Eugene%27S+Swim+Lessons,,"
swimwitheugene.com","
(216) 534-5121",42.540209,-120.0953783,youth swimming programs,22116,
Swimwithswimdy,,"
swimwithswimdy.com","
(858) 699-6653",42.540209,-120.0953783,youth swimming programs,22116,
Villa+Aquatic+Club+Inc,"
4299 Andes Dr, Fairfax, VA 22030","
villaaquatic.com","
(703) 591-9447",42.540209,-120.0953783,youth swimming programs,22116,
Letswim,"
42065 Berkley Hl Ter, Aldie, VA 20105","
letswim.com","
(703) 717-3411",42.540209,-120.0953783,youth swimming programs,22116,
Fh+Kids+Academy,,,,42.540209,-120.0953783,youth swimming programs,22116,
Private+Swim+Lessons Starfish+Swim+Academy,,"
starfishswimacademy.net","
(562) 900-4645",42.540209,-120.0953783,water safety classes for kids,22116,
Water+Otter+Swim+School,,"
waterotters.com","
(818) 693-3113",42.540209,-120.0953783,water safety classes for kids,22116,
Swimsessions.Com+ +Kids+At Home+Private+Swim+Lessons+With+Coach+Mya,,"
swimsessions.com","
(626) 344-0108",42.540209,-120.0953783,water safety classes for kids,22116,
Swimright+Anywhere,,"
swimrightacademy.com","
(323) 433-1810",42.540209,-120.0953783,water safety classes for kids,22116,
Shark+Swim+Lessons,,"
sharkswimlessons.com","
(702) 755-7946",42.540209,-120.0953783,water safety classes for kids,22116,
Fintastic+Swimming+With+Kylie,,"
fintasticswimming.com","
(970) 531-2703",42.540209,-120.0953783,water safety classes for kids,22116,
Aquasplash+Swim+Academy,,"
aquasplashaz.org","
(480) 978-5159",42.540209,-120.0953783,water safety classes for kids,22116,
Swim4Life+Open+Water+Ready,,"
swim4lifecolorado.com",,42.540209,-120.0953783,water safety classes for kids,22116,
Solari+Swim+School,,"
solariswimschool.com","
(214) 380-4665",42.540209,-120.0953783,water safety classes for kids,22116,
Friscoswim+School,,"
friscoswim.com","
(214) 618-8342",42.540209,-120.0953783,water safety classes for kids,22116,
Swim+Waco,,"
swimkidswaco.com","
(254) 300-1728",42.540209,-120.0953783,water safety classes for kids,22116,
Ccc+Swimming,,"
cccswimming.com","
(817) 946-6351",42.540209,-120.0953783,water safety classes for kids,22116,
The+Floating+Kiwi+Swimming+School,,,"
(214) 535-2285",42.540209,-120.0953783,water safety classes for kids,22116,
Safesplash+Swim+School+ +Friendship+Heights,"
4300 Military Rd NW, Washington, DC 20015","
safesplash.com","
(202) 963-0833",42.540209,-120.0953783,water safety classes for kids,22116,
Aqua Tots+Swim+School+Sterling,"
45591 Dulles Eastern Plaza, Sterling, VA 20166","
aqua-tots.com","
(571) 520-2201",42.540209,-120.0953783,private swim lessons for kids,22116,
Pozez+Jewish+Community+Center+Of+Northern+Virginia,"
8900 Little River Turnpike, Fairfax, VA 22031","
thej.org","
(703) 323-0880",42.540209,-120.0953783,private swim lessons for kids,22116,
British+Swim+School+Of+Staten+Island,,"
britishswimschool.com","
(718) 576-1870",42.540209,-120.0953783,private swim lessons for kids,22116,
The+Swim+Whisperers+Academy,,"
britishswimschool.com","
(718) 576-1870",42.540209,-120.0953783,private swim lessons for kids,22116,
Aquatics+Academy,,"
aquaticsacademy.com","
(973) 406-7261",42.540209,-120.0953783,private swim lessons for kids,22116,
Avantis+Swimming+Academy,,"
activityhero.com","
(347) 380-8777",42.540209,-120.0953783,private swim lessons for kids,22116,
Aquatico+Swim+Lessons,,"
activityhero.com","
(347) 380-8777",42.540209,-120.0953783,private swim lessons for kids,22116,
Little+Swimmers+Academy,,,"
(863) 224-6393",42.540209,-120.0953783,private swim lessons for kids,22116,
British+Swim+School+Of+Southwest+Broward,,,"
(863) 224-6393",42.540209,-120.0953783,private swim lessons for kids,22116,
George+Mason+University,"
4400 University Dr, Fairfax, VA 22030","
gmu.edu","
(703) 993-1000",42.540209,-120.0953783,private swim lessons for kids,22116,
Aquaskills+Llc+Office+Address,,"
aquaskills.com","
(646) 724-7024",42.540209,-120.0953783,private swim lessons for kids,22116,
Wakefield+Aquatics+Center,"
1325 S Dinwiddie St, Arlington, VA 22204","
apsva.us","
(703) 228-2395",42.540209,-120.0953783,aquatic center for kids,22116,
Washington Liberty+Aquatics+Center,"
1301 N Quincy St, Arlington, VA 22201","
apsva.us","
(703) 228-6262",42.540209,-120.0953783,aquatic center for kids,22116,
Yorktown+Aquatics+Center,"
Parking lot, 5200 Yorktown Blvd, Arlington, VA 22207","
apsva.us","
(703) 228-8754",42.540209,-120.0953783,aquatic center for kids,22116,
Aquatic+And+Fitness+Center,"
Parking lot, 5200 Yorktown Blvd, Arlington, VA 22207","
apsva.us","
(703) 228-8754",42.540209,-120.0953783,aquatic center for kids,22116,
Machine+Aquatics+Llc,"
204 Mill St NE D, Vienna, VA 22180","
machineaquatics.com","
(703) 281-1500",42.540209,-120.0953783,aquatic center for kids,22116,
Cub+Run+Rec+Center,"
4630 Stonecroft Blvd, Chantilly, VA 20151","
fairfaxcounty.gov","
(703) 817-9407",42.540209,-120.0953783,aquatic center for kids,22116,
Providence+Rec+Center,"
7525 Marc Dr, Falls Church, VA 22042","
fairfaxcounty.gov","
(703) 698-1351",42.540209,-120.0953783,aquatic center for kids,22116,
Forest+Hollow+Swim+Inc,"
7525 Marc Dr, Falls Church, VA 22042","
fairfaxcounty.gov","
(703) 698-1351",42.540209,-120.0953783,aquatic center for kids,22116,
Audrey+Moore+Rec+Center,"
8100 Braddock Rd, Annandale, VA 22003","
fairfaxcounty.gov","
(703) 321-7081",42.540209,-120.0953783,aquatic center for kids,22116,
Margaret+Young+Natatorium+At+Farmers+Branch+Aquatics+Center,"
14032 Heartside Pl, Farmers Branch, TX 75234","
farmersbranchtx.gov","
(972) 919-8720",42.540209,-120.0953783,aquatic center for kids,22116,
Oakmont+Rec+Center,"
3200 Jermantown Rd, Oakton, VA 22124","
fairfaxcounty.gov","
(703) 281-6501",42.540209,-120.0953783,aquatic center for kids,22116,
Fairfax+Swimming+Pool,"
4200 Roberts Rd, Fairfax, VA 22032","
fairfaxpool.com","
(703) 691-8166",42.540209,-120.0953783,aquatic center for kids,22116,
George+Washington+Rec+Center,"
8426 Old Mt Vernon Rd, Alexandria, VA 22309","
fairfaxcounty.gov","
(703) 780-8894",42.540209,-120.0953783,aquatic center for kids,22116,
Ocean+Dunes+Waterpark,"
8426 Old Mt Vernon Rd, Alexandria, VA 22309","
fairfaxcounty.gov","
(703) 780-8894",42.540209,-120.0953783,aquatic center for kids,22116,
Swim+Houston+Aquatics+Center,"
8426 Old Mt Vernon Rd, Alexandria, VA 22309","
fairfaxcounty.gov","
(703) 780-8894",42.540209,-120.0953783,aquatic center for kids,22116,
Aquatics+Center,"
20747, 13820 Old Gunpowder Rd, Laurel, MD 20707",,"
(301) 498-2212",42.540209,-120.0953783,aquatic center for kids,22116,
Evelyn+Kirrane+Aquatics+Center,"
20747, 13820 Old Gunpowder Rd, Laurel, MD 20707",,"
(301) 498-2212",42.540209,-120.0953783,aquatic center for kids,22116,
Upton+Hill+Regional+Park,"
6060 Wilson Blvd, Arlington, VA 22205","
novaparks.com","
(703) 534-3437",42.540209,-120.0953783,aquatic center for kids,22116,
City+Of+Revere+Aquatics,"
176 Garfield Ave, Revere, MA 02151","
revere.org",,42.540209,-120.0953783,aquatic center for kids,22116,
Global+Olympic+Aquatics,"
299 W Fort Lee Rd, Bogota, NJ 07603","
globalolympicaquatics.com",,42.540209,-120.0953783,aquatic center for kids,22116,
Aqua Tots+Swim+School+Norwood,"
995 Providence Hwy, Norwood, MA 02062","
aqua-tots.com","
(781) 984-0606",42.540209,-120.0953783,aquatic center for kids,22116,
Hamilton+Pool,"
995 Providence Hwy, Norwood, MA 02062","
aqua-tots.com","
(781) 984-0606",42.540209,-120.0953783,aquatic center for kids,22116,
Doggy+Paddle+Aquatic+Center+For+Dogs,"
995 Providence Hwy, Norwood, MA 02062","
aqua-tots.com","
(781) 984-0606",42.540209,-120.0953783,aquatic center for kids,22116,
Viking+Aquatics+Center,"
King of Prussia, PA 19406","
uppermerionvikings.org",,42.540209,-120.0953783,aquatic center for kids,22116,
Orca+Aquatics,"
King of Prussia, PA 19406","
uppermerionvikings.org",,42.540209,-120.0953783,aquatic center for kids,22116,
Brookland+Swim+Academy,"
King of Prussia, PA 19406","
uppermerionvikings.org",,42.540209,-120.0953783,aquatic center for kids,22116,
Burke+Racquet+%26+Swim+Club,"
King of Prussia, PA 19406","
uppermerionvikings.org",,42.540209,-120.0953783,aquatic center for kids,22116,
Alberta+Morris+Pool+%28Nepsca%29,"
11212 Academy Rd, Philadelphia, PA 19154",,,42.540209,-120.0953783,aquatic center for kids,22116,
Fox+Mill+Estates+Swim+And+Tennis+Club,"
2720 Viking Dr, Herndon, VA 20171","
foxmillpool.wordpress.com","
(703) 860-5540",42.540209,-120.0953783,aquatic center for kids,22116,
"Youth+Aquatics,+Inc","
2720 Viking Dr, Herndon, VA 20171","
foxmillpool.wordpress.com","
(703) 860-5540",42.540209,-120.0953783,aquatic center for kids,22116,
Aquakids+Inc,"
6855 SW 152nd St, Palmetto Bay, FL 33158","
aquakidsswim.com","
(305) 232-4222",42.540209,-120.0953783,aquatic center for kids,22116,
Onelife+Fitness+ +Falls+Church,"
1000 E Broad St, Falls Church, VA 22042","
onelifefitness.com","
(571) 533-3608",42.540209,-120.0953783,aquatic center for kids,22116,
Freedom+Aquatics,"
1000 E Broad St, Falls Church, VA 22042","
onelifefitness.com","
(571) 533-3608",42.540209,-120.0953783,aquatic center for kids,22116,
Weaquatics+Swim+Lessons+ +Trinity,"
125 Michigan Ave NE, Washington, DC 20017","
weaquatics.com","
(202) 656-8423",42.540209,-120.0953783,aquatic center for kids,22116,
Nova+Parks,"
5400 Ox Rd, Fairfax Station, VA 22039","
novaparks.com","
(703) 352-5900",42.540209,-120.0953783,aquatic center for kids,22116,
South+Run,"
7550 Reservation Dr, Springfield, VA 22153","
fairfaxcounty.gov",,42.540209,-120.0953783,aquatic center for kids,22116,
"Youth+Aquatics,+Inc.",,"
youthaquatics.com","
(617) 860-2203",42.540209,-120.0953783,aquatic center for kids,22116,
Otter+Zone+Aquatics,,"
otterzoneaquatics.com","
(203) 518-5753",42.540209,-120.0953783,aquatic center for kids,22116,
Atlantic+Aquatics+Llc,,"
otterzoneaquatics.com","
(203) 518-5753",42.540209,-120.0953783,aquatic center for kids,22116,
Wakefield+Park,"
8100 VA-620, Annandale, VA 22003","
fairfaxcounty.gov","
(703) 324-8702",42.540209,-120.0953783,aquatic center for kids,22116,
Climb+Upton,"
6060 Wilson Blvd, Arlington, VA 22205","
novaparks.com","
(703) 534-3437",42.540209,-120.0953783,aquatic center for kids,22116,
Swimming+School+Miami,,"
swimmingschoolmiami.com","
(305) 710-7707",42.540209,-120.0953783,swim academy for kids,22116,
British+Swim+School+Of+North+East+Atlanta,,"
britishswimschool.com","
(770) 400-9663",42.540209,-120.0953783,swim academy for kids,22116,
Nation%27S+Capital+Swim+Club,"
8101 Wolftrap Rd, Vienna, VA 22182","
ncapswim.com",,42.540209,-120.0953783,youth swim team,22116,
Commonwealth+Swim+Club,"
9800 Commonwealth Blvd, Fairfax, VA 22032","
commonwealthswimclub.org","
(703) 323-6020",42.540209,-120.0953783,youth swim team,22116,
York+Swim+Club,"
1600 Lupine Den Ct, Vienna, VA 22182","
yorkswim.com","
(571) 384-2352",42.540209,-120.0953783,youth swim team,22116,
Moons+Aquatics+Club,"
99 Adams St, Manassas Park, VA 20111","
moonsaquaticsclub.com","
(703) 343-0905",42.540209,-120.0953783,youth swim team,22116,
Springfield+Swimming+Club,"
7400 Highland St, Springfield, VA 22150","
swimspringfield.org","
(703) 451-9700",42.540209,-120.0953783,youth swim team,22116,
The+Fish,"
1340 Old Chain Bridge Rd, McLean, VA 22101","
teamunify.com","
(703) 870-8664",42.540209,-120.0953783,youth swim team,22116,
Mosby+Woods+Pool,"
3136 Fair Woods Pkwy, Fairfax, VA 22030","
mosbywoodspool.com","
(703) 544-1983",42.540209,-120.0953783,youth swim team,22116,
Potomac+Marlins,"
3210 King St, Alexandria, VA 22302","
potomacmarlins.com","
(703) 820-7946",42.540209,-120.0953783,youth swim team,22116,
Goldfish+Swim+School+ +Alexandria,"
3155-B Duke St, Alexandria, VA 22314","
goldfishswimschool.com","
(703) 844-2818",42.540209,-120.0953783,youth swim team,22116,
Chinquapin+Park+Recreation+Center+%26+Aquatics+Facility,"
3210 King St, Alexandria, VA 22302","
alexandriava.gov","
(703) 746-5553",42.540209,-120.0953783,youth swim team,22116,
Little+Falls+Swimming+Club,"
5205 Little Falls Dr, Bethesda, MD 20816","
littlefallsswimmingclub.com","
(301) 718-2469",42.540209,-120.0953783,youth swim team,22116,
757+Swim+Aquatic+Center,"
5720 Warhill Trail, Williamsburg, VA 23188","
teamunify.com",,42.540209,-120.0953783,youth swim team,22116,
Corporate+Office+Ymca+Of+The+Virginia+Peninsulas,"
41 Old Oyster Point Rd STE C, Newport News, VA 23602","
ymcavp.org","
(757) 223-7925",42.540209,-120.0953783,youth swim team,22116,
Northern+Neck+Family+Ymca,"
39 William B Graham Ct, Kilmarnock, VA 22482","
ymcavp.org","
(804) 435-0223",42.540209,-120.0953783,youth swim team,22116,
Swim+Warriors+Incorporated,"
471 Quill Dr, Dawsonville, GA 30534","
swimwarriors.com","
(706) 701-3789",42.540209,-120.0953783,youth swim team,22116,
Water+Mine+Family+Swimmin%27+Hole,"
1400 Lake Fairfax Dr, Reston, VA 20190","
fairfaxcounty.gov","
(703) 246-5929",42.540209,-120.0953783,youth swim team,22116,
Safesplash+Swim+School+ +Alexandria+ +Kingstowne,"
5508 Franconia Rd, Alexandria, VA 22310","
safesplash.com","
(703) 665-1800",38.7850987,-114.043793,kids swimming lessons,22121,
Trident+Aquatics+Club,"
10001 N 127th E Ave, Owasso, OK 74055","
tridentaquatics.club",,36.2989883,-132.7468872,kids swimming lessons,22121,
Brookland+Swim+Academy,"
5719 Kansas Ave NW, Washington, DC 20011","
brooklandswimacademy.com","
(202) 413-5964",38.9594761,-113.9265062,kids swimming lessons,22121,
Swimming+Lesson+Club+Usa,,,"
(904) 612-2105",46.423669,-166.8567711,kids swimming lessons,22121,
Miller+Swim+School+ +Owasso,"
inside Trident Aquatics Club, 10001 N 127th E Ave, Owasso, OK 74055","
millerswimschool.com","
(918) 254-1988",36.2989084,-132.7468913,kids swimming lessons,22121,
Ymca+Bethesda Chevy+Chase,"
9401 Old Georgetown Rd, Bethesda, MD 20814","
ymcadc.org","
(301) 530-3725",39.0100512,-114.0271983,kids swimming lessons,22121,
Northside+Fitness,,"
northsideswimacademy.com","
(678) 208-3629",39.0100512,-114.0271983,kids swimming lessons,22121,
Ymca+Of+Metropolitan+Washington+ +Association+Services+Office,"
1325 W St NW, Washington, DC 20009","
ymcadc.org","
(202) 232-6700",39.0100512,-114.0271983,kids swimming lessons,22121,
Silver+Spring+Ymca,"
9800 Hastings Dr, Silver Spring, MD 20901","
ymcadc.org","
(301) 585-2120",39.0100512,-114.0271983,kids swimming lessons,22121,
British+Swim+School+Of+Dupage Kane,,"
britishswimschool.com","
(630) 333-9382",39.0100512,-114.0271983,kids swimming lessons,22121,
Ravensworth+Shopping+Center,"
5204 Port Royal Rd, Springfield, VA 22151",,"
(571) 419-6954",39.0100512,-114.0271983,kids swimming lessons,22121,
Connect+The+Dots+Swim,,"
connectthedotsswim.com",,34.2091149,-155.828683,kids swimming lessons,22121,
New+York+Aquatics+Club,,,"
(347) 417-3335",34.2091149,-155.828683,kids swimming lessons,22121,
Sun+Fun+Swimmers,,"
sunfunswimmers.com","
(310) 971-7115",30.5031103,-155.8959654,indoor swim lessons for kids,22121,
Get+In+%26+Swim,,"
getinandswim.com",,30.5031103,-155.8959654,indoor swim lessons for kids,22121,
Swim+Lessons,,"
tortugaswimlessons.com","
(435) 720-0652",30.5031103,-155.8959654,indoor swim lessons for kids,22121,
Swimtastic+Swim+School+ +Omaha+%28Northwest%29,"
2920 N 118th St, Omaha, NE 68164","
swimtastic.com","
(402) 496-7946",41.2852516,-133.013359,indoor swim lessons for kids,22121,
Goldfish+Swim+School+ +Chesapeake,"
1249 Cedar Rd #105, Chesapeake, VA 23322","
goldfishswimschool.com","
(757) 798-1289",36.7157185,-113.1988262,indoor swim lessons for kids,22121,
Swim+Pro+Of+Miami+Llc,,"
swimproofmiami.com","
(786) 925-6600",36.7157185,-113.1988262,indoor swim lessons for kids,22121,
Csu+San+Bernardino+Swim+Lessons,"
5500 University Pkwy, San Bernardino, CA 92407","
csusb.edu","
(909) 537-2348",34.1813101,-154.2326613,indoor swim lessons for kids,22121,
Sunsational+Swim+School+ +Private+Swim+Lessons,,"
sunsationalswimschool.com","
(213) 286-5483",23.7597091,-154.4199609,water safety classes for kids,22121,
Aquatic+Safety+Inc,"
7261 Piute Creek Dr, Corona, CA 92881","
aquaticsafetyinc.org",,23.7597091,-154.4199609,water safety classes for kids,22121,
Safesplash+Swim+School+ +San+Jose+%28Crane+Court%29,"
1610 Crane Ct, San Jose, CA 95112","
safesplash.com","
(408) 429-2814",23.7597091,-154.4199609,water safety classes for kids,22121,
Safesplash+Swim+School+ +Elk+Grove,"
2260 Longport Ct, Elk Grove, CA 95758","
safesplash.com","
(916) 550-3200",23.7597091,-154.4199609,water safety classes for kids,22121,
Safesplash+Swim+School+ +Natomas,"
4710 Natomas Blvd #100, Sacramento, CA 95835","
safesplash.com","
(916) 287-1259",23.7597091,-154.4199609,water safety classes for kids,22121,
North+Natomas+Aquatic+Complex,"
2601 New Market Dr, Sacramento, CA 95835","
cityofsacramento.gov","
(916) 808-2306",23.7597091,-154.4199609,water safety classes for kids,22121,
Aquasafe+Swim+School,"
4550 La Jolla Village Dr, San Diego, CA 92121","
aquasafeswimming.com","
(619) 531-8888",23.7597091,-154.4199609,water safety classes for kids,22121,
Survival+Swim+With+Kim,,"
survivalswimwithkim.com","
(805) 620-7177",23.7597091,-154.4199609,water safety classes for kids,22121,
Swimsation+Swim+School+ +Lessons+At+Your+Pool,,"
swimsationswimschool.com","
(858) 264-6452",23.7597091,-154.4199609,water safety classes for kids,22121,
Class+Aquatics,,"
classaquatics.org","
(818) 389-8812",23.7597091,-154.4199609,water safety classes for kids,22121,
British+Swim+School+Of+The+Valley,,"
britishswimschool.com","
(480) 536-8359",23.7597091,-154.4199609,private swim lessons for kids,22121,
British+Swim+School+Of+Seattle,,"
britishswimschool.com","
(425) 318-7390",23.7597091,-154.4199609,private swim lessons for kids,22121,
Arizona+Infant+Swim,,"
arizonainfantswim.com","
(623) 680-7093",23.7597091,-154.4199609,private swim lessons for kids,22121,
Swimming+With,,"
swimmingwith.org","
(425) 765-3087",23.7597091,-154.4199609,private swim lessons for kids,22121,
Little+Dipper+Aquatic+Center,"
2525 Stanwell Dr # 250, Concord, CA 94520","
littledipperaquaticcenter.com","
(925) 798-3170",23.7597091,-154.4199609,aquatic center for kids,22121,
Morgan+Hill+Aquatics+Center,"
16200 Condit Rd, Morgan Hill, CA 95037","
ca-morganhill2.civicplus.com","
(408) 782-2134",23.7597091,-154.4199609,aquatic center for kids,22121,
Sierra+College+Aquatics+Complex,"
5100 Sierra College Blvd, Rocklin, CA 95677","
sierracollege.edu",,23.7597091,-154.4199609,aquatic center for kids,22121,
