name,address,website,phone_number,latitude,longitude,keyword,searched_zipcode,category
Smallwood+Village+Swim+Club,"
1019 Stone Ave, Waldorf, MD 20602","
smallwoodswimclub.com","
(301) 645-7392",38.6030306,-113.8279663,kids swimming lessons,22159,
Big+Blue+Swim+School,"
6406 N Interstate 35 Frontage Rd Suite 2800, Austin, TX 78752","
bigblueswimschool.com","
(512) 910-2199",30.324004,-134.6220668,kids swimming lessons,22159,
British+Swim+School+At+24+Hour+Fitness+Ocean+Ave.+Sport+San+Francisco,"
1850 Ocean Ave, San Francisco, CA 94112","
britishswimschool.com","
(650) 777-5544",37.7253822,-159.376112,kids swimming lessons,22159,
Swimrva,"
5050 Ridgedale Pkwy, Richmond, VA 23234","
swimrichmond.org","
(804) 271-8271",37.4494649,-114.406782,kids swimming lessons,22159,
La+Petite+Baleen+Swim+School,"
Raley’s Towne Centre, 600, Rohnert Park, CA 94928","
swimlpb.com","
(866) 896-3603",38.3458651,-159.6192165,kids swimming lessons,22159,
Machine+Performance+Center,"
204 Mill St NE D, Vienna, VA 22180","
machineperformancecenter.com","
(703) 281-2104",38.9042247,-114.1800183,kids swimming lessons,22159,
Waterworks+Swim+School+San+Francisco,"
3201 20th Ave, San Francisco, CA 94132","
waterworksswim.com","
(408) 279-1700",37.7297281,-159.3905952,kids swimming lessons,22159,
Morgan+Swim+School,"
7508 W Broad St, Henrico, VA 23294","
aqua-tots.com","
(804) 740-1185",37.7297281,-159.3905952,kids swimming lessons,22159,
Tayyebiswims,,"
tayyebiswims.com","
(516) 387-4553",37.7297281,-159.3905952,kids swimming lessons,22159,
Swimming+Lesson+Club+Usa,,,"
(904) 612-2105",37.7297281,-159.3905952,kids swimming lessons,22159,
Collegiate+School+Aquatic+Center,"
5050 Ridgedale Pkwy, Richmond, VA 23234","
swimrichmond.org",,37.7297281,-159.3905952,kids swimming lessons,22159,
Swim+School+Of+Austin,"
1001 W Anderson Ln., Austin, TX 78757","
swimschoolaustin.com","
(512) 623-9410",37.7297281,-159.3905952,kids swimming lessons,22159,
Big+Blue+Swim+School,"
6112-A Arlington Blvd, Seven Corners, VA 22044","
bigblueswimschool.com","
(571) 786-8102",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+La+Fitness+ +Johns+Creek,"
11720 Medlock Bridge Rd, Duluth, GA 30097","
britishswimschool.com","
(770) 400-9663",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+At+La+Fitness+ +Severn,"
7858-A Quarterfield Rd, Severn, MD 21144","
britishswimschool.com","
(410) 695-6200",37.7297281,-159.3905952,kids swimming lessons,22159,
Aqua Tots+Swim+School+Cypress,"
26341 Northwest Fwy, Cypress, TX 77429","
aqua-tots.com","
(281) 310-5777",37.7297281,-159.3905952,kids swimming lessons,22159,
Goldfish+Swim+School+ +Alexandria,"
3155-B Duke St, Alexandria, VA 22314","
goldfishswimschool.com","
(703) 844-2818",37.7297281,-159.3905952,kids swimming lessons,22159,
Swimrva+ +Meadowbrook,"
3700 Cogbill Rd, Richmond, VA 23234","
swimrichmond.org","
(804) 271-8271",37.7297281,-159.3905952,kids swimming lessons,22159,
Goldfish+Swim+School+ +Ashburn,"
21140 Ashburn Crossing Dr Ste 115, Ashburn, VA 20147","
goldfishswimschool.com","
(703) 420-7643",37.7297281,-159.3905952,kids swimming lessons,22159,
Aqua Tots+Swim+School+Henrico Richmond,"
7508 W Broad St, Henrico, VA 23294","
aqua-tots.com","
(804) 740-1185",37.7297281,-159.3905952,kids swimming lessons,22159,
Florida+Swim+Company,,"
floridaswimcompany.com","
(833) 235-7946",37.7297281,-159.3905952,kids swimming lessons,22159,
Kids+First+Swim+School+ +Waldorf,"
3307 Crain Hwy, Waldorf, MD 20603","
kidsfirstswimschools.com","
(301) 638-7946",37.7297281,-159.3905952,kids swimming lessons,22159,
Kids+First+Swim+School+ +Springfield,"
5238 Port Royal Rd, Springfield, VA 22151","
kidsfirstnova.com","
(703) 321-7946",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+La+Fitness+ +Sugar+Hill,"
6025 Cumming Hwy NE, Sugar Hill, GA 30518","
britishswimschool.com","
(770) 400-9663",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+At+Onelife+Fitness+ +Falls+Church,"
1000 E Broad St, Falls Church, VA 22046","
britishswimschool.com","
(202) 988-3825",37.7297281,-159.3905952,kids swimming lessons,22159,
Aqua Tots+Swim+School+Spring%2Fklein,"
6935 Cypresswood Dr, Spring, TX 77379","
aqua-tots.com","
(832) 720-6339",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School,"
2916 Festival Way, Waldorf, MD 20601","
britishswimschool.com","
(301) 597-1700",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Hudson+Waterfront,,"
britishswimschool.com","
(201) 676-3630",37.7297281,-159.3905952,kids swimming lessons,22159,
Swimrva+ +North,"
319 N Wilkinson Rd, Richmond, VA 23227","
swimrichmond.org","
(804) 271-8271",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Dupage Kane,,"
britishswimschool.com","
(630) 333-9382",37.7297281,-159.3905952,kids swimming lessons,22159,
Splish+Splash+Swim+School+Llc,,"
splishsplashswimschool.com","
(213) 479-1132",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Brooklyn+Queens,,"
britishswimschool.com","
(718) 576-1870",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Staten+Island,,"
britishswimschool.com","
(718) 576-1870",37.7297281,-159.3905952,kids swimming lessons,22159,
Sf+Swimming,,"
sfswimming.com","
(267) 370-7050",37.7297281,-159.3905952,kids swimming lessons,22159,
Everythingswim,,"
everythingswimco.lpages.co","
(202) 827-6571",37.7297281,-159.3905952,kids swimming lessons,22159,
Aqua+School,,"
aquaschool.us","
(754) 217-5028",37.7297281,-159.3905952,kids swimming lessons,22159,
"You+Can+Learn+To+Swim,+Llc",,"
youcanlearntoswim.com","
(336) 794-6637",37.7297281,-159.3905952,kids swimming lessons,22159,
Swim+With+Mr.+Blue,,"
swimwithmrblue.com","
(954) 956-9955",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Patapsco+Valley,,"
britishswimschool.com","
(410) 695-6200",37.7297281,-159.3905952,kids swimming lessons,22159,
Seattle+Swim+Academy,,"
seattleswimacademy.com",,37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Northern+East+Bay,,"
britishswimschool.com","
(925) 399-0450",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Flatirons,,"
britishswimschool.com","
(303) 495-3333",37.7297281,-159.3905952,kids swimming lessons,22159,
Kleinlife,"
10100 Jamison Ave, Philadelphia, PA 19116","
kleinlife.org","
(215) 698-7300",37.7297281,-159.3905952,kids swimming lessons,22159,
Swimsavvy+Academy,,"
swimsavvyacademy.com",,37.7297281,-159.3905952,kids swimming lessons,22159,
Lilly%27S+Bluefin+Aquatics,,"
lillysbluefinaquatics.com","
(213) 446-1734",37.7297281,-159.3905952,kids swimming lessons,22159,
The+Swim+Whisperers+Academy,,"
theswimwhisperersacademy.com","
(815) 451-7774",37.7297281,-159.3905952,kids swimming lessons,22159,
Swim+Life,,"
myswimlife.com","
(407) 878-4352",37.7297281,-159.3905952,kids swimming lessons,22159,
Northside+Fitness,,"
northsideswimacademy.com","
(678) 208-3629",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+North+East+Atlanta,,"
britishswimschool.com","
(770) 400-9663",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Manhattan,,"
britishswimschool.com","
(212) 466-6622",37.7297281,-159.3905952,kids swimming lessons,22159,
Little+Swimmers+Academy,,,"
(863) 224-6393",37.7297281,-159.3905952,kids swimming lessons,22159,
Fintastic+Swimming+With+Kylie,,"
fintasticswimming.com","
(970) 531-2703",37.7297281,-159.3905952,kids swimming lessons,22159,
Connect+The+Dots+Swim,,"
connectthedotsswim.com",,37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Greater+Philadelphia+ +South+Jersey,,"
britishswimschool.com","
(856) 302-0555",37.7297281,-159.3905952,kids swimming lessons,22159,
Swim+To+Ethan,,"
swimtoethan.com","
(310) 462-8755",37.7297281,-159.3905952,kids swimming lessons,22159,
Aquatico+Swim+Lessons,,,"
(832) 736-7094",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+Academy,,"
britishswimacademy.com","
(424) 272-1030",37.7297281,-159.3905952,kids swimming lessons,22159,
24+Hour+Fitness,"
6345 Commerce Blvd, Rohnert Park, CA 94928","
24hourfitness.com","
(707) 536-0048",37.7297281,-159.3905952,kids swimming lessons,22159,
New+York+Aquatics+Club,,,"
(347) 417-3335",37.7297281,-159.3905952,kids swimming lessons,22159,
British+Swim+School+Of+Southwest+Broward,,"
britishswimschool.com","
(954) 828-2881",37.7297281,-159.3905952,kids swimming lessons,22159,
Swimfit+Llc,,"
swimfitllc.com","
(404) 788-8544",37.7297281,-159.3905952,kids swimming lessons,22159,
Swimming+Lessons,,,,37.7297281,-159.3905952,kids swimming lessons,22159,
Nickbswimming,,,"
(907) 419-8836",37.7297281,-159.3905952,kids swimming lessons,22159,
Pool+Shark+Swim+Academy,,,"
(678) 793-9224",37.7297281,-159.3905952,kids swimming lessons,22159,
Joy+Swim+School+Dmv,,"
joyswimschool.com","
(512) 826-8429",37.7297281,-159.3905952,kids swimming lessons,22159,
Gwinnett+Swim,"
5396 Lanier Islands Pkwy, Buford, GA 30518","
gwinnettswim.com","
(404) 590-7946",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Worden+Aquatics,"
801 Percy Warner Blvd, Nashville, TN 37205","
wordenaquatics.com","
(615) 241-1179",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Waterworks+Aquatics+Carlsbad,"
2704 Gateway Rd, Carlsbad, CA 92009","
waterworksswim.com","
(760) 603-9400",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Waterworks+Aquatics,"
8980 Barrons Blvd, Highlands Ranch, CO 80129","
waterworksswim.com","
(720) 344-7700",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Waterworks+Aquatics+Irvine,"
25 Waterworks Way, Irvine, CA 92618","
waterworksswim.com","
(949) 450-0777",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Gwinnett+Aquatics,"
2800 Quinbery Dr, Snellville, GA 30039","
gwinnettaquatics.com","
(678) 902-6856",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Waterworks+Aquatics+San+Jose,"
1120 S Bascom Ave, San Jose, CA 95128","
waterworksswim.com","
(408) 279-1700",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Swimlabs+Montgomery+County,"
353 Muddy Branch Rd, Gaithersburg, MD 20878","
swimlabs.com","
(240) 801-4518",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Weaquatics,"
Chinquapin Park Recreation Center, 3210 King St, Alexandria, VA 22302","
weaquatics.com","
(202) 656-8423",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Waterworks+Swim+School+La+Verne,"
1275 Foothill Blvd, La Verne, CA 91750","
waterworksswim.com","
(626) 836-1200",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
British+Swim+School+Of+La+Fitness+Austin+ +Slaughter+Ln,"
1824 W Slaughter Ln, Austin, TX 78748","
britishswimschool.com","
(512) 763-7946",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Collins+Hill+Park+Aquatic+Center,"
2200 Collins Hill Rd, Lawrenceville, GA 30043","
gwinnettcounty.com","
(770) 237-5647",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
British+Swim+School+Of+24+Hour+Fitness%2F+Austin+ +Nw,"
10616 Research Blvd, Austin, TX 78759","
britishswimschool.com","
(512) 763-7946",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
British+Swim+School+At+24 Hour+Fitness+ +Hancock+Center,"
1000 E 41st St, Austin, TX 78751","
britishswimschool.com","
(512) 763-7946",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Poolskool+Usa+ +Swim+School,,"
poolskoolusa.com","
(352) 394-3040",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Aqua Tots+Swim+School+Winston Salem,"
5047 Country Club Rd, Winston-Salem, NC 27104","
aqua-tots.com","
(336) 792-2957",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Floaty+Swim+School,,"
floatyswimschool.com","
(818) 253-4791",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
British+Swim+School+Of+Austin,,"
britishswimschool.com","
(512) 763-7946",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
24+Hour+Fitness,"
1000 E 41st St, Austin, TX 78751","
24hourfitness.com","
(512) 458-2424",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
The+Linc,"
6406 N Interstate 35 Frontage Rd, Austin, TX 78752",,"
(512) 482-5501",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Avantis+Swimming+Academy,,"
activityhero.com","
(347) 380-8777",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Aquatics+Academy,,"
aquaticsacademy.com","
(973) 406-7261",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Aqua+Warriors+Llc,,"
aquaawarriors.wixsite.com","
(646) 808-9123",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Aquaskills+Llc+Office+Address,,"
aquaskills.com","
(646) 724-7024",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Aquamobile+ +At Home+Swim+Lessons,,"
aquamobileswim.com","
(717) 287-9998",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Swimcoachnyc,,"
swimcoachnyc.com",,37.7297281,-159.3905952,indoor swim lessons for kids,22159,
British+Swim+School+At+24+Hour+Fitness+Rohnert+Park+Super+Sport,"
6345 Commerce Blvd Club # 815, Rohnert Park, CA 94928","
britishswimschool.com","
(650) 777-5544",37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Brooklyn+Swim+Center,"
2057 Linden Blvd, Brooklyn, NY 11207","
brooklynswim.com",,37.7297281,-159.3905952,indoor swim lessons for kids,22159,
Swimkids+Swim+School+ +Gainesville,"
13555 Wellington Center Cir #109, Gainesville, VA 20155","
swimkids.us","
(571) 261-7946",37.7297281,-159.3905952,swimming classes for kids,22159,
Little+Dipper+Aquatic+Center,"
2525 Stanwell Dr # 250, Concord, CA 94520","
littledipperaquaticcenter.com","
(925) 798-3170",37.7297281,-159.3905952,swimming classes for kids,22159,
British+Swim+School+Of+Cloppers+Mill+Village+%E2%80%93+Germantown,"
18050 Mateny Rd, Germantown, MD 20874","
britishswimschool.com","
(833) 486-3250",37.7297281,-159.3905952,swimming classes for kids,22159,
British+Swim+School+At+City+Sports+Club+%E2%80%93+Richmond,"
4100 Klose Way, Richmond, CA 94806","
britishswimschool.com","
(925) 399-0450",37.7297281,-159.3905952,swimming classes for kids,22159,
Clarke+Memorial+Swim+Center,"
1750 Heather Dr, Walnut Creek, CA 94598","
walnut-creek.org","
(925) 943-5856",37.7297281,-159.3905952,swimming classes for kids,22159,
British+Swim+School+At+Rockville+At+College+Plaza,"
15120 Frederick Rd, Rockville, MD 20850","
britishswimschool.com","
(833) 486-3250",37.7297281,-159.3905952,swimming classes for kids,22159,
Brentwood+Family+Aquatic+Complex,"
195 Griffith Ln, Brentwood, CA 94513","
brentwoodca.gov","
(925) 516-5430",37.7297281,-159.3905952,swimming classes for kids,22159,
Irvin+Deutscher+Family+Ymca,"
350 Civic Dr, Pleasant Hill, CA 94523","
ymcaeastbay.org","
(925) 687-8900",37.7297281,-159.3905952,swimming classes for kids,22159,
Swimming+School+Miami,,"
swimmingschoolmiami.com","
(305) 710-7707",37.7297281,-159.3905952,swimming classes for kids,22159,
City+Sports+Club,"
4100 Klose Way, Richmond, CA 94806","
citysportsfitness.com","
(510) 210-8291",37.7297281,-159.3905952,swimming classes for kids,22159,
La+Fitness,"
2916 Festival Way, Waldorf, MD 20601","
lafitness.com","
(240) 530-8102",37.7297281,-159.3905952,swimming classes for kids,22159,
Letswim,"
42065 Berkley Hl Ter, Aldie, VA 20105","
letswim.com","
(703) 717-3411",37.7297281,-159.3905952,youth swimming programs,22159,
All+Sports+For+All+People+Of+Camp+Olympia,"
237 7th Ave, Brooklyn, NY 11215","
allsportsforallpeople.net","
(718) 748-7084",37.7297281,-159.3905952,youth swimming programs,22159,
Ny+Sports+4+Kids+William+T.+Harris+School,"
320 W 21st St, New York, NY 10011","
nysports4kids.com","
(646) 340-7313",37.7297281,-159.3905952,youth swimming programs,22159,
Buckeye+Swim+Team,"
888 E Dublin Granville Rd, Columbus, OH 43229","
buckeyeswimming.com","
(740) 324-7946",37.7297281,-159.3905952,youth swimming programs,22159,
Parkway+Swimming+Club,"
7480 Center Pkwy, Sacramento, CA 95823",,"
(916) 422-1486",37.7297281,-159.3905952,youth swimming programs,22159,
Buckeye+Swim+School,"
168 E Olentangy St, Powell, OH 43065","
buckeyeswimming.com","
(740) 324-7946",37.7297281,-159.3905952,youth swimming programs,22159,
United+Swim+School,"
22131 Rothwood Rd suite 201, Spring, TX 77389","
unitedswim.net","
(832) 422-2720",37.7297281,-159.3905952,youth swimming programs,22159,
Swemschool,"
114 E Ponce de Leon Ave, Decatur, GA 30030","
swemschool.com","
(678) 247-4599",37.7297281,-159.3905952,youth swimming programs,22159,
Swim+Atlanta+Sugarloaf,"
4850 Sugarloaf Pkwy #702, Lawrenceville, GA 30044","
swimatlanta.com","
(678) 442-7946",37.7297281,-159.3905952,youth swimming programs,22159,
San+Francisco+Seals+Swim+Team,"
1900 Geary Blvd, San Francisco, CA 94115","
sfsealsswimteam.com","
(415) 212-8821",37.7297281,-159.3905952,youth swimming programs,22159,
Capital+Splash+Swim+Academy,"
1921 8th St NW, Washington, DC 20001","
capitalsplash.org","
(202) 455-5633",37.7297281,-159.3905952,youth swimming programs,22159,
Step+Into+Swim,"
4775 Granby Cir, Colorado Springs, CO 80919","
stepintoswim.org","
(703) 838-0083",37.7297281,-159.3905952,youth swimming programs,22159,
Dc+Ranch+Village+Health+Club+%26+Spa,"
18501 N Thompson Peak Pkwy, Scottsdale, AZ 85255","
villageclubs.com","
(480) 502-8844",37.7297281,-159.3905952,youth swimming programs,22159,
Camelback+Village+Racquet+%26+Health+Club,"
4444 E Camelback Rd, Phoenix, AZ 85018","
villageclubs.com","
(602) 840-6412",37.7297281,-159.3905952,youth swimming programs,22159,
Boys+%26+Girls+Clubs+Of+San+Francisco+ +Don+Fisher+Clubhouse,"
380 Fulton St, San Francisco, CA 94102","
kidsclub.org","
(415) 221-6100",37.7297281,-159.3905952,youth swimming programs,22159,
Apple+Swim,,,"
(929) 777-1227",37.7297281,-159.3905952,youth swimming programs,22159,
Gainey+Village+Health+Club+%26+Spa,"
7477 E Doubletree Ranch Rd, Scottsdale, AZ 85258","
villageclubs.com","
(480) 609-6979",37.7297281,-159.3905952,youth swimming programs,22159,
Nj+Sea+Dragons+Swim+Club,,"
njseadragons.com","
(862) 391-0463",37.7297281,-159.3905952,youth swimming programs,22159,
Lakeshore+Foundation,"
4000 Ridgeway Dr, Birmingham, AL 35209","
lakeshore.org","
(205) 313-7400",37.7297281,-159.3905952,youth swimming programs,22159,
Camp+Mendocino,"
PO BOX 1790, Fort Bragg, CA 95437","
campmendocino.org","
(415) 757-6690",37.7297281,-159.3905952,youth swimming programs,22159,
Cc+Swim+Academy,,"
ccswimacademy.my.canva.site","
(310) 614-0573",37.7297281,-159.3905952,youth swimming programs,22159,
Myactivechild.Com,,"
hamptonroads.myactivechild.com",,37.7297281,-159.3905952,youth swimming programs,22159,
"Youth+Aquatics,+Inc.",,"
youthaquatics.com","
(617) 860-2203",37.7297281,-159.3905952,youth swimming programs,22159,
"Youth+Aquatics,+Inc","
400 Soldiers Fld Rd, Boston, MA 02134","
youthaquatics.com","
(617) 860-2203",37.7297281,-159.3905952,youth swimming programs,22159,
Swimful+Kids+School,,,"
(305) 244-7252",37.7297281,-159.3905952,water safety classes for kids,22159,
Aquasafe+Swim+School,"
4550 La Jolla Village Dr, San Diego, CA 92121","
aquasafeswimming.com","
(619) 531-8888",37.7297281,-159.3905952,water safety classes for kids,22159,
Aquatic+Safety+Inc,"
7261 Piute Creek Dr, Corona, CA 92881","
aquaticsafetyinc.org",,37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+Swim+School+ +Ellicott+City,"
8450 Baltimore National Pike Suite 145, Ellicott City, MD 21043","
safesplash.com","
(410) 618-3932",37.7297281,-159.3905952,water safety classes for kids,22159,
Hillsboro,"
7410 NE Imbrie Dr, Hillsboro, OR 97124","
safesplash.com","
(971) 512-0314",37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+Swim+School+ +Natomas,"
4710 Natomas Blvd #100, Sacramento, CA 95835","
safesplash.com","
(916) 287-1259",37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+Swim+School+ +Sacramento+Land+Park,"
3580 Crocker Dr, Sacramento, CA 95818","
safesplash.com","
(916) 250-1596",37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+Swim+School+%2B+Swimlabs+ +Sawmill+South,"
2990 Hayden Rd, Columbus, OH 43235","
safesplash.com","
(614) 333-1300",37.7297281,-159.3905952,water safety classes for kids,22159,
Aquatic+Safety+Institute,"
504 Walnut Creek Dr, Goldsboro, NC 27534","
aquaticsafetyinstitute.com","
(251) 709-4549",37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+Swim+School+ +Elk+Grove,"
2260 Longport Ct, Elk Grove, CA 95758","
safesplash.com","
(916) 550-3200",37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+Swim+School+ +Atlanta+%28Vinings%29,"
2859 Paces Ferry Rd SE STE 100, Atlanta, GA 30339","
theswimrevolution.com","
(404) 354-1180",37.7297281,-159.3905952,water safety classes for kids,22159,
Safesplash+%2B+Swimlabs+Swim+School+ +Knoxville+%28Cedar+Bluff%29,"
120 N Peters Rd, Knoxville, TN 37923","
safesplash.com","
(865) 263-1800",37.7297281,-159.3905952,water safety classes for kids,22159,
North+Natomas+Aquatic+Complex,"
2601 New Market Dr, Sacramento, CA 95835","
cityofsacramento.gov","
(916) 808-2306",37.7297281,-159.3905952,water safety classes for kids,22159,
Aqua Tots+Swim+School+North+Mcallen,"
5800 N 10th St, McAllen, TX 78504","
aqua-tots.com","
(956) 687-7946",37.7297281,-159.3905952,water safety classes for kids,22159,
First+Stroke+Aquatics,,"
firststrokeaquatics.com","
(877) 843-6562",37.7297281,-159.3905952,water safety classes for kids,22159,
Aqua Tots+Swim+School+South+Mcallen,"
4901 W Expy 83, McAllen, TX 78503","
aqua-tots.com","
(956) 687-7946",37.7297281,-159.3905952,water safety classes for kids,22159,
Swim+Safe+Now,,"
swimsafenow.com",,37.7297281,-159.3905952,water safety classes for kids,22159,
Swim+Express,,"
swimexpressfl.com","
(954) 247-1219",37.7297281,-159.3905952,water safety classes for kids,22159,
Aquasafe+Swim+School,,"
aquasafeswimmingschool.com","
(954) 673-2339",37.7297281,-159.3905952,water safety classes for kids,22159,
Swim+Safely+With+Sydney,,"
swimsafelywithsydney.com","
(754) 900-9345",37.7297281,-159.3905952,water safety classes for kids,22159,
Starfish+Infant+Aquatics+Survival+Swim+Lessons,,"
starfishinfantaquatics.com","
(850) 591-1737",37.7297281,-159.3905952,water safety classes for kids,22159,
Sea+Star+Isr+ +Infant+Swimming+Resource+Instructor,,"
seastarisr.com",,37.7297281,-159.3905952,water safety classes for kids,22159,
Sunsational+Swim+School,"
3052 Clairemont Dr, San Diego, CA 92109","
sunsationalswimschool.com","
(858) 256-7870",37.7297281,-159.3905952,private swim lessons for kids,22159,
Sunsational+Swim+School+ +Private+Swim+Lessons+At+Home+ +Lifeguard+Service,,"
sunsationalswimschool.com","
(888) 788-2140",37.7297281,-159.3905952,private swim lessons for kids,22159,
Aqua+Elite+Coaching,,"
aquaelitecoaching.com","
(303) 847-9871",37.7297281,-159.3905952,private swim lessons for kids,22159,
Steve+Wallen+Swim+School,"
10608 Industrial Ave #150, Roseville, CA 95678","
wallenswim.com","
(916) 794-7977",37.7297281,-159.3905952,private swim lessons for kids,22159,
Steve+Wallen+Swim+School,"
1230 Glenhaven Ct #100, El Dorado Hills, CA 95762","
wallenswim.com","
(916) 939-7075",37.7297281,-159.3905952,private swim lessons for kids,22159,
Woody%27S+Private+Swim+Instruction,,"
woodysprivateswim.com","
(510) 328-3772",37.7297281,-159.3905952,private swim lessons for kids,22159,
Swim4Life+Open+Water+Ready,,"
swim4lifecolorado.com",,37.7297281,-159.3905952,private swim lessons for kids,22159,
West+Gwinnett+Park+%26+Aquatic+Center,"
4488 Peachtree Industrial Blvd, Norcross, GA 30071","
gwinnettcounty.com","
(678) 407-8801",37.7297281,-159.3905952,aquatic center for kids,22159,
"Water+World+Swim,+Llc",,"
waterworldswim.com","
(415) 617-5209",37.7297281,-159.3905952,aquatic center for kids,22159,
