name,address,website,phone_number,latitude,longitude,keyword,searched_zipcode,category
Somerset+Olde+Creek+Pool+%26+Rec+Club,"
9705 Laurel St, Fairfax, VA 22032","
socpool.com","
(703) 323-9872",38.8749441,-77.4586734,indoor swim lessons for kids,22033,
Aquatic+And+Fitness+Center,"
4520 Patriot Cir, Fairfax, VA 22030","
recreation.gmu.edu","
(703) 993-3939",38.8749441,-77.4586734,indoor swim lessons for kids,22033,
Mosby+Woods+Pool,"
3136 Fair Woods Pkwy, Fairfax, VA 22030","
mosbywoodspool.com","
(703) 544-1983",38.8749441,-77.4586734,indoor swim lessons for kids,22033,
Ymca+Fairfax+County+Reston,"
12196 Sunset Hills Rd, Reston, VA 20190","
ymcadc.org","
(703) 742-8800",38.8749441,-77.4586734,indoor swim lessons for kids,22033,
Big+Blue+Swim+School,"
22000 Dulles Retail Plaza, Dulles, VA 20166","
bigblueswimschool.com","
(571) 773-7562",39.0072521,-77.5802708,indoor swim lessons for kids,22033,
Aqua Tots+Swim+School+South+Riding,"
25401 Eastern Marketplace Plaza Ste. 195, Chantilly, VA 20152","
aqua-tots.com","
(703) 291-4640",39.0072521,-77.5802708,indoor swim lessons for kids,22033,
Closed+ +British+Swim+School+At+Onelife+Fitness+ +Fairfax,"
12300 Price Clb Plz, Fairfax, VA 22030","
britishswimschool.com","
(202) 988-3825",38.8467255,-77.5166461,indoor swim lessons for kids,22033,
Kids+First+Swim+School+ +Springfield,"
5238 Port Royal Rd, Springfield, VA 22151","
kidsfirstnova.com","
(703) 321-7946",38.8088032,-77.3662065,swimming classes for kids,22033,
Onelife+Fitness+ +Fairfax,"
12300 Price Clb Plz, Fairfax, VA 22030","
onelifefitness.com","
(703) 828-3422",38.8468191,-77.51665,swimming classes for kids,22033,
Century+Oaks+Community+Pool,"
12705 Misty Creek Ln, Fairfax, VA 22033",,,38.8468191,-77.51665,swimming classes for kids,22033,
Oakton+Swim+%26+Racquet+Club,"
11714 Flemish Mill Ct, Oakton, VA 22124","
osrc.us","
(703) 620-9800",38.8467612,-77.5166502,youth swimming programs,22033,
Chantilly+Highlands+Dolphins,"
3225 Kinross Cir, Herndon, VA 20171","
chha.org","
(703) 435-0736",38.8467612,-77.5166502,youth swimming programs,22033,
Fairfax+Swimming+Pool,"
4200 Roberts Rd, Fairfax, VA 22032","
fairfaxpool.com","
(703) 691-8166",38.8370922,-77.4419673,youth swimming programs,22033,
Faircrest+Cyclones,"
5401 Calamint Ct, Centreville, VA 20120","
swimfaircrest.com",,38.8463385,-77.5575082,youth swimming programs,22033,
Fairfax+Station+Swim+%26+Tennis+Club,"
6203 Old Arrington Ln, Fairfax Station, VA 22039","
fsstc.com","
(703) 250-7665",38.7883866,-77.4747067,youth swimming programs,22033,
Kings+Ridge+Swim+Club,"
4850 Gainsborough Dr, Fairfax, VA 22032","
krswim.org","
(703) 323-1811",38.7883866,-77.4747067,youth swimming programs,22033,
Country+Club+Hills+Recreation+Corporation,"
3622 Old Post Rd, Fairfax, VA 22030","
cchpool.com","
(703) 591-6114",38.7883866,-77.4747067,youth swimming programs,22033,
Commonwealth+Swim+Club,"
9800 Commonwealth Blvd, Fairfax, VA 22032","
commonwealthswimclub.org","
(703) 323-6020",38.7883866,-77.4747067,youth swimming programs,22033,
Swim+Club,"
13998 Parkeast Cir, Chantilly, VA 20151",,"
(703) 803-9641",38.8697106,-77.5764592,youth swimming programs,22033,
Fox+Mill+Woods+Swim+%26+Tennis,"
2634A Black Fir Ct, Reston, VA 20191","
fmwst.com","
(703) 860-0628",38.9181407,-77.5034664,youth swimming programs,22033,
Goldfish+Swim+School+ +Falls+Church,"
7395 Lee Hwy Suite K, Falls Church, VA 22042","
goldfishswimschool.com","
(703) 215-4593",38.8751663,-77.3422242,youth swimming programs,22033,
Sideburn+Run+Recreation+Association,"
10603 Zion Dr, Fairfax, VA 22032","
sideburnrun.com","
(703) 978-9526",38.8098998,-77.4570064,youth swimming programs,22033,
Lakeview+Swim+Club,"
5352 Gainsborough Dr, Fairfax, VA 22032","
lakeviewmarlins.com","
(703) 323-9510",38.8098998,-77.4570064,youth swimming programs,22033,
Poplar+Tree+Neighborhood+Pool,"
13516 Point Pleasant Dr, Chantilly, VA 20151",,"
(703) 263-9228",38.8666214,-77.5573062,youth swimming programs,22033,
Machine+Aquatics+Llc,"
204 Mill St NE D, Vienna, VA 22180","
machineaquatics.com","
(703) 281-1500",38.9042288,-77.4102075,youth swimming programs,22033,
Fox+Mill+Estates+Swim+And+Tennis+Club,"
2720 Viking Dr, Herndon, VA 20171","
foxmillpool.wordpress.com","
(703) 860-5540",38.9208677,-77.5270202,youth swimming programs,22033,
Vienna+Aquatic+Club,"
625 Marshall Rd SW, Vienna, VA 22180","
vacpool.org","
(703) 938-4331",38.8833158,-77.4074738,youth swimming programs,22033,
Machine+Performance+Center,"
204 Mill St NE D, Vienna, VA 22180","
machineperformancecenter.com","
(703) 281-2104",38.8833158,-77.4074738,youth swimming programs,22033,
Sully+Community+Center,"
13800 Wall Rd, Herndon, VA 20171","
fairfaxcounty.gov","
(703) 322-4475",38.9185655,-77.5671258,youth swimming programs,22033,
Brandywine+Swim+Club,"
9537 Helenwood Dr, Fairfax, VA 22032","
brandywinepool.com","
(703) 323-1109",38.8224944,-77.4196242,youth swimming programs,22033,
Central+Park+Aquatic+Center%2F+Occoquan+Swim+Academy,"
10371 Central Park Dr, Manassas, VA 20110","
swimoccs.org","
(703) 393-2632",38.742213,-77.6432796,youth swimming programs,22033,
Rutherford+Area+Swim+Club,"
4609 Marley Rd, Fairfax, VA 22032","
rutherfordpool.org","
(703) 978-9853",38.8234643,-77.4078211,youth swimming programs,22033,
South+Run+Swim+%26+Racquet+Club,"
9908 S Park Cir, Fairfax Station, VA 22039","
southrunswim.com","
(703) 455-5848",38.8234643,-77.4078211,youth swimming programs,22033,
Life+Time,"
9602 Main St, Fairfax, VA 22031","
lifetime.life","
(703) 323-8700",38.8234643,-77.4078211,youth swimming programs,22033,
Moons+Aquatics+Club,"
99 Adams St, Manassas Park, VA 20111","
moonsaquaticsclub.com","
(703) 343-0905",38.7831535,-77.606444,youth swimming programs,22033,
Mantua+Hills+Swim+Club,"
9330 Pentland Pl, Fairfax, VA 22031","
mantuastc.org","
(703) 273-5363",38.85677,-77.4132095,youth swimming programs,22033,
Hayden+Village+Community,"
5587 Rockpointe Dr, Clifton, VA 20124","
hayden-village.org","
(703) 830-4000",38.8321684,-77.5412319,youth swimming programs,22033,
Aqua Tots+Swim+School+Falls+Church,"
1104b W Broad St, Falls Church, VA 22046","
aqua-tots.com","
(571) 356-9985",38.893286,-77.3311231,youth swimming programs,22033,
International+Country+Club,"
13200 Lee Jackson Mem Hwy, Fairfax, VA 22033","
internationalcc.com","
(703) 968-7990",38.88399,-77.5457536,youth swimming programs,22033,
Spring+Hill+Rec+Center,"
1239 Spring Hill Rd, McLean, VA 22102","
fairfaxcounty.gov","
(703) 827-0989",38.9424136,-77.3726991,youth swimming programs,22033,
Letswim,"
42065 Berkley Hl Ter, Aldie, VA 20105","
letswim.com","
(703) 717-3411",38.9376228,-77.6927912,youth swimming programs,22033,
Kids+First+Swim+School+ +Manassas,"
10298 Festival Ln, Manassas, VA 20109","
kidsfirstswim.com","
(571) 535-3200",38.7791523,-77.6489492,youth swimming programs,22033,
Wakefield+Chapel+Recreation+Association+Pool,"
4627 Holborn Ave, Annandale, VA 22003","
wakefieldchapelrec.org","
(703) 323-8303",38.8230494,-77.3780656,youth swimming programs,22033,
Life+Time,"
5900 Trinity Pkwy, Centreville, VA 20120","
lifetime.life","
(703) 266-6200",38.840763,-77.5864105,youth swimming programs,22033,
North+Springfield+Swim+Club,"
5604 Earlehurst St, Springfield, VA 22151","
ns-sc.org","
(703) 256-4686",38.7992287,-77.3411728,youth swimming programs,22033,
Oak+Chase+Swim+%26+Racquet,"
8580 Oak Chase Cir, Fairfax Station, VA 22039","
crosspointeva.org","
(703) 690-3525",38.7992287,-77.3411728,youth swimming programs,22033,
Providence+Rec+Center,"
7525 Marc Dr, Falls Church, VA 22042","
fairfaxcounty.gov","
(703) 698-1351",38.7992287,-77.3411728,youth swimming programs,22033,
Springfield+Swimming+Club,"
7400 Highland St, Springfield, VA 22150","
swimspringfield.org","
(703) 451-9700",38.7992287,-77.3411728,youth swimming programs,22033,
Big+Blue+Swim+School,"
7202 Old Keene Mill Rd, Springfield, VA 22150","
bigblueswimschool.com","
(571) 866-9101",38.7992287,-77.3411728,youth swimming programs,22033,
British+Swim+School+Of+Bull+Run Gainesville,"
8025 Sudley Rd, Manassas, VA 20109","
britishswimschool.com","
(571) 303-0170",38.7814883,-77.6540255,youth swimming programs,22033,
Burke+Racquet+%26+Swim+Club,"
6001 Burke Commons Rd, Burke Centre, VA 22015","
burkeracquet.com","
(703) 250-1299",38.7885506,-77.4408709,youth swimming programs,22033,
Rolling+Hills+Swim+Club,"
8301 Carrleigh Pkwy, Springfield, VA 22152","
rollinghillsswimclub.org","
(703) 451-5303",38.7885506,-77.4408709,youth swimming programs,22033,
Audrey+Moore+Rec+Center,"
8100 Braddock Rd, Annandale, VA 22003","
fairfaxcounty.gov","
(703) 321-7081",38.8170368,-77.3682602,youth swimming programs,22033,
Two+Poor+Teachers,"
12332 Quiet Hollow Ct, Fairfax, VA 22033","
twopoorteachers.com","
(703) 999-2929",38.8695835,-77.5153344,youth swimming programs,22033,
Worldgate+Athletic+Club,"
13037 Worldgate Dr, Herndon, VA 20170","
worldgateathleticclubandspa.com","
(571) 440-7400",38.9572315,-77.5457414,youth swimming programs,22033,
Big+Blue+Swim+School,"
6112-A Arlington Blvd, Seven Corners, VA 22044","
bigblueswimschool.com","
(571) 786-8102",38.8691853,-77.2880963,youth swimming programs,22033,
Crosspointe+Swim+%26+Racquet,"
8275 Glen Eagles Ln, Fairfax Station, VA 22039","
crosspointeva.org","
(703) 690-2321",38.7291488,-77.410553,youth swimming programs,22033,
Dulles+South+Recreation+And+Community+Center,"
24950 Riding Center Dr, South Riding, VA 20152","
loudoun.gov","
(571) 258-3456",38.9211706,-77.6699787,youth swimming programs,22033,
British+Swim+School+At+Onelife+Fitness+ +Falls+Church,"
1000 E Broad St, Falls Church, VA 22046","
britishswimschool.com","
(202) 988-3825",38.8738641,-77.3026387,youth swimming programs,22033,
Hunters+Creek+Swim+%26+Racquet+Club,"
417 Queens Row St, Herndon, VA 20172","
hunterscreekpool.com","
(703) 437-9866",38.9769238,-77.512659,youth swimming programs,22033,
Gold%27S+Gym+ +Chantilly,"
13621 Lee Jackson Memorial Hwy Service Rd, Chantilly, VA 20151","
goldsgymdcmetro.com","
(703) 378-4653",38.9769238,-77.512659,youth swimming programs,22033,
Reston+Community+Center,"
2310 Colts Neck Rd, Reston, VA 20191","
restoncommunitycenter.com","
(703) 476-4500",38.9769238,-77.512659,youth swimming programs,22033,
York+Swim+Club,"
1600 Lupine Den Ct, Vienna, VA 22182","
yorkswim.com","
(571) 384-2352",38.9272795,-77.4036364,youth swimming programs,22033,
Glade+Pool+%28Reston+Association%29,"
11550 Glade Dr, Reston, VA 20191",,"
(703) 476-5732",38.9264631,-77.4891227,youth swimming programs,22033,
Recreation+And+Athletic+Complex,"
4350 Banister Creek Ct, Fairfax, VA 22030","
recreation.gmu.edu","
(703) 993-5323",38.9264631,-77.4891227,youth swimming programs,22033,
Life+Time,"
1757 Business Center Dr, Reston, VA 20190","
lifetime.life","
(571) 512-3500",38.9264631,-77.4891227,youth swimming programs,22033,
Dick%27S+Sporting+Goods,"
12000 Fair Oaks Mall, Fairfax, VA 22033","
stores.dickssportinggoods.com","
(571) 328-5007",38.9264631,-77.4891227,youth swimming programs,22033,
Nation%27S+Capital+Swim+Club,"
8101 Wolftrap Rd, Vienna, VA 22182","
ncapswim.com",,38.9020351,-77.3687422,youth swimming programs,22033,
Vienna+Woods+Swim+%26+Tennis+Club,"
129 Harmony Dr SW, Vienna, VA 22180","
viennawoods.org","
(703) 938-4218",38.9020351,-77.3687422,youth swimming programs,22033,
Hunt+Valley+Swim+Club,"
7100 Sydenstricker Rd, Springfield, VA 22152","
huntvalleyswimclub.org","
(703) 451-9137",38.762031,-77.3893643,youth swimming programs,22033,
Swimkids+Swim+School+ +Woodbridge,"
14531 Potomac Mills Rd, Woodbridge, VA 22192","
swimkids.us","
(703) 396-7946",38.6348259,-77.4397502,youth swimming programs,22033,
Ravensworth+Farm+Swim+And+Racquet+Club,"
5210 Inverchapel Rd, Springfield, VA 22151","
ravensworthfarmpool.com","
(703) 321-4903",38.6348259,-77.4397502,youth swimming programs,22033,
British+Swim+School,"
3940 Centerview Dr, Chantilly, VA 20151","
britishswimschool.com","
(703) 951-3097",38.8970513,-78.0098672,water safety classes for kids,22033,
Water+Mine+Family+Swimmin%27+Hole,"
1400 Lake Fairfax Dr, Reston, VA 20190","
fairfaxcounty.gov","
(703) 246-5929",38.8970513,-78.0098672,water safety classes for kids,22033,
British+Swim+School+At+Onelife+Fitness+ +Sterling,"
46262 Cranston St, Sterling, VA 20165","
britishswimschool.com","
(571) 446-3772",38.8970513,-78.0098672,water safety classes for kids,22033,
Swimkids+Swim+School+ +Gainesville,"
13555 Wellington Center Cir #109, Gainesville, VA 20155","
swimkids.us","
(571) 261-7946",38.8970513,-78.0098672,water safety classes for kids,22033,
Goldfish+Swim+School+ +Lake+Ridge,"
12479 Dillingham Square, Lake Ridge, VA 22192","
goldfishswimschool.com","
(571) 341-7181",38.8970513,-78.0098672,water safety classes for kids,22033,
Aqua Tots+Swim+School+Sterling,"
45591 Dulles Eastern Plaza, Sterling, VA 20166","
aqua-tots.com","
(571) 520-2201",38.8970513,-78.0098672,water safety classes for kids,22033,
Weaquatics,"
Chinquapin Park Recreation Center, 3210 King St, Alexandria, VA 22302","
weaquatics.com","
(202) 656-8423",38.8231824,-77.660107,water safety classes for kids,22033,
Jolly+Yolly+Kids+Indoor+Playground,"
11001 Main St suite d 2nd floor, Fairfax, VA 22030","
jollyyollykids.com","
(703) 259-1166",38.8231824,-77.660107,water safety classes for kids,22033,
Swimbox,"
5183B Langston Blvd., Arlington, VA 22207","
theswimbox.com","
(703) 904-6340",38.8231824,-77.660107,water safety classes for kids,22033,
American+Lifeguard+Association,"
8300 Boone Blvd 5th floor, Vienna, VA 22182","
americanlifeguard.com","
(703) 761-6750",38.8231824,-77.660107,water safety classes for kids,22033,
Aquatic+Adventures+Scuba+Academy,"
5408 Port Royal Rd STE C, Springfield, VA 22151","
aquaticadventuresva.com","
(703) 619-1500",38.8231824,-77.660107,water safety classes for kids,22033,
Goldfish+Swim+School+ +Ashburn,"
21140 Ashburn Crossing Dr Ste 115, Ashburn, VA 20147","
goldfishswimschool.com","
(703) 420-7643",39.0314877,-78.0266348,water safety classes for kids,22033,
The+Swim+Farm+Llc,"
1301 N Quincy St, Arlington, VA 22201","
theswimfarm.com","
(703) 424-4551",38.8874547,-77.6850325,water safety classes for kids,22033,
Swimkids+Swim+School+ +Leesburg,"
681 Potomac Station Dr, Leesburg, VA 20176","
swimkids.us","
(703) 962-7946",39.0996526,-78.1031749,water safety classes for kids,22033,
Sunsational+Swim+School,,"
sunsationalswimschool.com","
(301) 235-2661",39.0996526,-78.1031749,water safety classes for kids,22033,
Goldfish+Swim+School+ +Alexandria,"
3155-B Duke St, Alexandria, VA 22314","
goldfishswimschool.com","
(703) 844-2818",38.8090803,-77.6620979,water safety classes for kids,22033,
British+Swim+School+At+Aloft+Dulles+Airport+North+ +Ashburn,"
22390 Flagstaff Plaza, Ashburn, VA 20148","
britishswimschool.com","
(571) 446-3772",38.997525,-78.0590834,water safety classes for kids,22033,
Norman+Swimming+Llc,"
1301 N Quincy St, Arlington, VA 22201","
normanswimming.com","
(703) 598-8593",38.8874547,-77.6850325,water safety classes for kids,22033,
Franconia+Rec+Center,"
6601 Telegraph Rd, Alexandria, VA 22310","
fairfaxcounty.gov","
(703) 922-9841",38.8874547,-77.6850325,water safety classes for kids,22033,
Aqua Tots+Swim+School+Leesburg,"
510 Fort Evans Rd NE, Leesburg, VA 20176","
aqua-tots.com","
(571) 267-2195",39.1077779,-78.106277,water safety classes for kids,22033,
Safesplash+Swim+School+ +Friendship+Heights,"
4300 Military Rd NW, Washington, DC 20015","
safesplash.com","
(202) 963-0833",38.9607955,-77.6615813,water safety classes for kids,22033,
The+Moonbounce+Man,"
11325 Lee Hwy, Fairfax, VA 22030","
moonbounceman.com","
(703) 830-8637",38.9607955,-77.6615813,water safety classes for kids,22033,
Lake+Fairfax+Park,"
1400 Lake Fairfax Dr, Reston, VA 20190","
fairfaxcounty.gov","
(703) 471-5414",38.9607955,-77.6615813,water safety classes for kids,22033,
Tuckahoe+Recreation+Club,"
1814 Great Falls St, McLean, VA 22101","
tuckahoe.net","
(703) 356-1205",38.9607955,-77.6615813,water safety classes for kids,22033,
Diventures,"
510 Mill St NE, Vienna, VA 22180","
diventures.com","
(703) 263-0427",38.9607955,-77.6615813,water safety classes for kids,22033,
Ufc+Gym+Fairfax,"
4475 Market Commons Dr, Fairfax, VA 22033","
ufcgym.com","
(703) 537-0999",38.8582036,-77.953804,water safety classes for kids,22033,
British+Swim+School+Of+Loudoun,,"
britishswimschool.com","
(571) 446-3772",38.8582036,-77.953804,water safety classes for kids,22033,
Aqua Tots+Swim+School+Barcroft+Plaza,"
6349 Columbia Pike, Falls Church, VA 22041","
aqua-tots.com","
(703) 719-4456",38.8582036,-77.953804,water safety classes for kids,22033,
Atlantis+Waterpark+At+Bull+Run,"
7700 Bull Run Dr, Centreville, VA 20121","
novaparks.com","
(703) 631-0552",38.8582036,-77.953804,water safety classes for kids,22033,
Luv+2+Play,"
11750 Fair Oaks Mall, Fairfax, VA 22033","
luv2play.com","
(703) 988-5595",38.8582036,-77.953804,water safety classes for kids,22033,
Splashdown+Waterpark,"
7500 Ben Lomond Park Rd, Manassas, VA 20109","
splashdownwaterpark.com","
(703) 792-8200",38.8582036,-77.953804,water safety classes for kids,22033,
Kids+First+Swim+School+ +Springfield,"
5238 Port Royal Rd, Springfield, VA 22151","
kidsfirstnova.com","
(703) 321-7946",38.857277,-77.9538074,private swim lessons for kids,22033,
The+Swim+Farm+Llc,"
5200 Yorktown Blvd, Arlington, VA 22207","
theswimfarm.com","
(703) 424-4551",38.857277,-77.9538074,private swim lessons for kids,22033,
Herndon+Community+Center,"
814 Ferndale Ave, Herndon, VA 20170","
herndon-va.gov","
(703) 787-7300",38.857277,-77.9538074,private swim lessons for kids,22033,
Kidstrong+Fairfax,"
9540 Main St #8, Fairfax, VA 22031","
fairfax.kidstrong.com","
(571) 354-7709",38.857277,-77.9538074,private swim lessons for kids,22033,
Still+Pond+Pool,"
12700 Franklin Farm Rd, Herndon, VA 20171",,"
(703) 860-9774",38.8563504,-77.9538107,aquatic center for kids,22033,
Glen+Cove+Pool,"
5471 Brigantine Way, Fairfax, VA 22032","
glencoveswimclub.com","
(703) 323-9815",38.8563504,-77.9538107,aquatic center for kids,22033,
Dairy+Lou+Pool,"
13501 Franklin Farm Rd, Herndon, VA 20171",,"
(703) 435-0774",38.8563504,-77.9538107,aquatic center for kids,22033,
Pwcs+Aquatics+Center,"
13833 Dumfries Rd Door #25, Manassas, VA 20112","
pwcsaquatics.com","
(571) 374-6333",38.8563504,-77.9538107,aquatic center for kids,22033,
Forest+Hollow+Swim+Inc,"
4330 Old Columbia Pike, Annandale, VA 22003","
foresthollow.com","
(703) 750-9737",38.8563504,-77.9538107,aquatic center for kids,22033,
Yorktown+Aquatics+Center,"
Parking lot, 5200 Yorktown Blvd, Arlington, VA 22207","
apsva.us","
(703) 228-8754",38.8563504,-77.9538107,aquatic center for kids,22033,
Reef+Escape,"
11147 Main St, Fairfax, VA 22030","
reefescapeaquarium.com","
(703) 261-6996",38.8563504,-77.9538107,aquatic center for kids,22033,
Washington Liberty+Aquatics+Center,"
1301 N Quincy St, Arlington, VA 22201","
apsva.us","
(703) 228-6262",38.8563504,-77.9538107,aquatic center for kids,22033,
Long+Bridge+Aquatics+%26+Fitness+Center,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",38.8704035,-77.6200479,aquatic center for kids,22033,
Meadows+Pool,"
42920 Center St, Chantilly, VA 20152","
southriding.net",,38.8704035,-77.6200479,aquatic center for kids,22033,
Woodley+Pool,"
7421 Camp Alger Ave, Falls Church, VA 22042","
woodleypool.org",,38.8572759,-77.7772768,aquatic center for kids,22033,
Round+Hill+Indoor+Aquatic+Center,"
17010 Evening Star Dr, Round Hill, VA 20141","
loudoun.gov","
(571) 258-3562",39.146562,-78.3423571,aquatic center for kids,22033,
Wakefield+Aquatics+Center,"
1325 S Dinwiddie St, Arlington, VA 22204","
apsva.us","
(703) 228-2395",38.8475585,-77.6878065,aquatic center for kids,22033,
Freedom+Aquatic+%26+Fitness+Center,"
9100 Freedom Center Blvd, Manassas, VA 20110","
freedom-center.com","
(703) 993-8444",38.7589369,-78.0964972,aquatic center for kids,22033,
North+Shore+Pool+%28Reston+Association%29,"
11515 N Shore Dr, Reston, VA 20190","
reston.org","
(703) 689-4091",38.7589369,-78.0964972,aquatic center for kids,22033,
Chinquapin+Park+Recreation+Center+%26+Aquatics+Facility,"
11515 N Shore Dr, Reston, VA 20190","
reston.org","
(703) 689-4091",38.7589369,-78.0964972,aquatic center for kids,22033,
South+Run+Recreation+Center,"
7550 Reservation Dr, Springfield, VA 22153","
fairfaxcounty.gov","
(703) 866-0566",38.8231659,-77.6601196,aquatic center for kids,22033,
Hampton+Chase+Recreation+Association,"
5492 Ashleigh Rd, Fairfax, VA 22030","
hcrafairfax.org","
(703) 263-0694",38.8285633,-77.9610974,aquatic center for kids,22033,
Lee Graham+Swimming+Pool,"
7319 Lee Hwy, Falls Church, VA 22042","
lgpool.org","
(703) 560-1430",38.8285633,-77.9610974,aquatic center for kids,22033,
Chinn+Aquatics+%26+Fitness+Center,"
13025 Chinn Park Dr, Woodbridge, VA 22192","
pwcva.gov","
(703) 792-8600",38.8285633,-77.9610974,aquatic center for kids,22033,
Claude+Moore+Recreation+%26+Community+Center,"
46105 Loudoun Park Ln, Sterling, VA 20164","
loudoun.gov","
(571) 258-3600",38.8285633,-77.9610974,aquatic center for kids,22033,
Pozez+Jewish+Community+Center+Of+Northern+Virginia,"
8900 Little River Turnpike, Fairfax, VA 22031","
thej.org","
(703) 323-0880",38.8285633,-77.9610974,aquatic center for kids,22033,
Manassas+Park+Community+Center,"
99 Adams St, Manassas Park, VA 20111","
manassasparkcommunitycenter.com","
(703) 335-8872",38.8285633,-77.9610974,aquatic center for kids,22033,
Centreville+Aquarium,"
13830 Lee Hwy #7, Centreville, VA 20120","
centrevilleaquarium.com","
(703) 266-2100",38.8285633,-77.9610974,aquatic center for kids,22033,
Westlakes+Community+Center,"
20903 Serenity Ct, Sterling, VA 20165","
cascadesva.com","
(571) 434-9810",38.8285633,-77.9610974,aquatic center for kids,22033,
Warrenton+Aquatic+And+Recreation+Facility,"
800 Waterloo Rd, Warrenton, VA 20186","
warrentonva.gov","
(540) 349-2520",38.8285633,-77.9610974,aquatic center for kids,22033,
Weaquatics,"
Chinquapin Park Recreation Center, 3210 King St, Alexandria, VA 22302","
weaquatics.com","
(202) 656-8423",38.823182,-77.6601072,swim academy for kids,22033,
Burke+Station+Swim+Club,"
5820 Ridge Ford Dr, Burke, VA 22015","
burkestationswimclub.com","
(703) 912-9720",38.8545982,-77.4483153,youth swim team,22033,
Dunn+Loring+Swim+Club%E2%80%8B,"
8326 Cottage St, Vienna, VA 22180","
dlsc.net","
(703) 560-9873",38.8545982,-77.4483153,youth swim team,22033,
Virginia+Hills+Swim+Club,"
6500 Virginia Hills Pool Dr, Alexandria, VA 22306","
vahillspool.com","
(703) 329-2360",38.7770215,-77.248251,youth swim team,22033,
Cardinal+Hill+Swim+And+Racquet+Club,"
9117 Westerholme Way, Vienna, VA 22182","
chsrc.com","
(703) 938-0858",38.9210055,-77.4073403,youth swim team,22033,
Orange+Hunt+Swim+%26+Tennis+Club,"
8600 Bridle Wood Dr, Springfield, VA 22152","
orangehuntswimclub.org","
(703) 451-9428",38.7705116,-77.3897905,youth swim team,22033,
Fox+Hunt+Swim+%26+Tennis+Club,"
7024 Spaniel Rd, Springfield, VA 22153","
foxhuntswimclub.org","
(703) 451-5015",38.7705116,-77.3897905,youth swim team,22033,
The+Oak+Ridge+Swim+Club,"
12803 Dusty Willow Rd, Manassas, VA 20112","
theorsc.com","
(703) 791-5577",38.676043,-77.5684116,youth swim team,22033,
Sleepy+Hollow+Recreation+Association,"
3538 Sleepy Hollow Rd, Falls Church, VA 22041","
shrasharks.org","
(703) 941-0456",38.846245,-77.3204086,youth swim team,22033,
Parklawn+Pool,"
6011 Crater Pl, Alexandria, VA 22312","
parklawnpool.org","
(571) 447-9461",38.846245,-77.3204086,youth swim team,22033,
Fairlakes+Lake,"
6011 Crater Pl, Alexandria, VA 22312","
parklawnpool.org","
(571) 447-9461",38.846245,-77.3204086,youth swim team,22033,
Imp+Fitness,"
3903 Fair Ridge Dr UNIT 203, Fairfax, VA 22033","
impfitness.com","
(703) 246-4555",38.8731994,-77.9492568,kids swimming lessons,22035,
Rei,"
11950 Grand Commons Ave, Fairfax, VA 22030","
rei.com","
(571) 522-6568",38.8731994,-77.9492568,kids swimming lessons,22035,
Lead+By+Example+Tae+Kwon+Do,"
11226 Waples Mill Rd, Fairfax, VA 22030","
leadbyexampletaekwondo.com","
(703) 273-1100",38.8731994,-77.9492568,kids swimming lessons,22035,
Escapology+Escape+Room+Fairfax,"
4211 Fairfax Cor Ave E Ste 230 #230, Fairfax, VA 22030","
escapology.com","
(703) 881-2368",38.8731994,-77.9492568,kids swimming lessons,22035,
